sentence,doc
在 经济 落后 的 半殖民地 的 中国 ， 地主阶级 和 买办 阶级 完全 是 国际 资产阶级 的 附庸 ， 其 生存 和 发展 ， 是 附 属于 帝国主义 的,Mao1
这些 阶级 代表 中国 最 落后 的 和 最 反动 的 生产关系 ， 阻碍 中国 生产力 的 发展,Mao1
他们 和 中国 革命 的 目的 完全 不 相容,Mao1
特别是 大地主阶级 和 大 买办 阶级 ， 他们 始终 站 在 帝国主义 一边 ， 是 极端 的 反革命 派,Mao1
其 政治 代表 是 国家主义 派 ⑴ 和 国民党 右派,Mao1
中产阶级,Mao1
这个 阶级 代表 中国 城乡 资本主义 的 生产关系,Mao1
中产阶级 主要 是 指 民族资产阶级 ， 他们 对于 中国 革命 具有 矛盾 的 态度 ： 他们 在 受 外资 打击 、 军阀 压迫 感觉 痛苦 时 ， 需要 革命 ， 赞成 反 帝国主义 反 军阀 的 革命 运动 ； 但是 当着 革命 在 国内 有 本国 无产阶级 的 勇猛 参加 ， 在 国外 有 国际 无产阶级 的 积极 援助 ， 对于 其 欲 达到 大资产阶级 地位 的 阶级 的 发展 感觉 到 威胁 时 ， 他们 又 怀疑 革命,Mao1
其 政治 主张 为 实现 民族资产阶级 一 阶级 统治 的 国家,Mao1
有 一个 自称为 戴季 陶⑵ “ 真实 信徒 ” 的 ， 在 北京 《 晨报 》 ⑶ 上 发表 议论 说 ： “ 举起 你 的 左手 打倒 帝国主义 ， 举起 你 的 右手 打倒共产党,Mao1
” 这 两句 话 ， 画 出 了 这个 阶级 的 矛盾 惶遽 状态,Mao1
他们 反对 以 阶级斗争 学说 解释 国民党 的 民生主义 ， 他们 反对 国民党联俄 和 容纳 共产党⑷ 及 左派 分子,Mao1
但是 这个 阶级 的 企图 —— 实现 民族资产阶级 统治 的 国家 ， 是 完全 行不通 的 ， 因为 现在 世界 上 的 局面 ， 是 革命 和 反革命 两 大 势力 作 最后 斗争 的 局面,Mao1
这 两 大 势力 竖起 了 两面 大旗 ： 一面 是 红色 的 革命 的 大旗 ， 第三 国际 ⑸ 高举 着 ， 号召 全世界 一切 被 压迫阶级 集合 于 其 旗帜之下 ； 一面 是 白色 的 反革命 的 大旗 ， 国际联盟 ⑹ 高举 着 ， 号召 全世界 一切 反革命 分子 集合 于 其 旗帜之下,Mao1
那些 中间阶级 ， 必定 很快 地 分化 ， 或者 向 左 跑 入 革命派 ， 或者 向右 跑 入 反革命派 ， 没有 他们 “ 独立 ” 的 余地,Mao1
所以 ， 中国 的 中产阶级 ， 以 其 本 阶级 为 主体 的 “ 独立 ” 革命 思想 ， 仅仅 是 一个 幻想,Mao1
小 资产阶级,Mao1
如 自 耕 农⑺ ， 手工 业主 ， 小 知识 阶层 —— 学生 界 、 中小学 教员 、 小员司 、 小事务员 、 小 律师 ， 小商人 等 都 属于 这 一类,Mao1
这 一个 阶级 ， 在 人数 上 ， 在 阶级性 上 ， 都 值得 大大 注意,Mao1
自耕农 和 手工 业主 所 经营 的 ， 都是 小生产 的 经济,Mao1
这个 小 资产阶级 内 的 各 阶层 虽然 同 处在 小 资产阶级 经济 地位 ， 但 有 三个 不同 的 部分,Mao1
第一 部分 是 有余 钱 剩米 的 ， 即 用 其 体力 或 脑力劳动 所得 ， 除 自给 外 ， 每年 有余 剩,Mao1
这种 人 发财 观念 极 重 ， 对 赵公元 帅 礼拜 最勤 ， 虽 不 妄想 发大财 ， 却 总 想 爬上 中产阶级 地位,Mao1
他们 看见 那些 受 人 尊敬 的 小 财东 ， 往往 垂 着 一尺 长 的 涎水,Mao1
这种 人 胆子 小 ， 他们 怕 官 ， 也 有点 怕 革命,Mao1
因为 他们 的 经济 地位 和 中产阶级 颇 接近 ， 故 对于 中产阶级 的 宣传 颇 相信 ， 对于 革命 取 怀疑 的 态度,Mao1
这 一部分 人 在 小 资产阶级 中 占 少数 ， 是 小 资产阶级 的 右翼,Mao1
第二 部分 是 在 经济 上 大体上 可以 自给 的,Mao1
这 一部分 人 比较 第一 部分 人大 不 相同 ， 他们 也 想 发财 ， 但是 赵公元 帅 ⑻ 总 不 让 他们 发财 ， 而且 因为 近年 以来 帝国主义 、 军阀 、 封建 地主 、 买办 大资产阶级 的 压迫 和 剥削 ， 他们 感觉 现在 的 世界 已经 不是 从前 的 世界,Mao1
他们 觉得 现在 如果 只 使用 和 从前 相等 的 劳动 ， 就 会 不能 维持 生活,Mao1
必须 增加 劳动 时间 ， 每天 起早散晚 ， 对于 职业 加倍 注意 ， 方 能 维持 生活,Mao1
他们 有点 骂人 了 ， 骂 洋人 叫 “ 洋鬼子 ” ， 骂 军阀 叫 “ 抢钱 司令 ” ， 骂 土豪劣绅 叫 “ 为富不仁 ”,Mao1
对于 反 帝国主义 反 军阀 的 运动 ， 仅 怀疑 其 未必 成功 （ 理由 是 ： 洋人 和 军阀 的 来头 那么 大 ） ， 不肯 贸然 参加 ， 取 了 中立 的 态度 ， 但是 绝不 反对 革命,Mao1
这 一部分 人数 甚 多 ， 大概 占 小 资产阶级 的 一半,Mao1
第三 部分 是 生活 下降 的,Mao1
这 一部分 人 好些 大概 原先 是 所谓 殷实 人家 ， 渐渐 变得 仅仅 可以 保住 ， 渐渐 变得 生活 下降 了,Mao1
他们 每逢 年终 结账 一次 ， 就 吃惊 一次 ， 说 ： “ 咳 ， 又 亏 了,Mao1
” 这种 人 因为 他们 过去 过 着 好日子 ， 后来 逐年 下降 ， 负债 渐 多 ， 渐次 过 着 凄凉 的 日子 ， “ 瞻念 前途 ， 不寒而栗 ”,Mao1
这种 人 在 精神 上 感觉 的 痛苦 很 大 ， 因为 他们 有 一个 从前 和 现在 相反 的 比较,Mao1
这种 人 在 革命 运动 中 颇 要紧 ， 是 一个 数量 不 小 的 群众 ， 是 小 资产阶级 的 左翼,Mao1
以上 所 说 小 资产阶级 的 三部分 ， 对于 革命 的 态度 ， 在 平时 各 不 相同 ； 但 到 战时 ， 即 到 革命 潮流 高涨 、 可以 看 得 见 胜利 的 曙光 时 ， 不但 小 资产阶级 的 左派 参加 革命 ， 中 派 亦可 参加 革命 ， 即 右派 分子 受 了 无产阶级 和 小 资产阶级 左派 的 革命 大潮 所 裹挟 ， 也 只得 附和 着 革命,Mao1
我们 从 一九二五年 的 五卅 运动⑼ 和 各地 农民 运动 的 经验 看来 ， 这个 断定 是 不错 的,Mao1
半 无产阶级,Mao1
此处 所谓 半 无产阶级 ， 包含 ： （ 一 ） 绝大部分 半 自 耕 农⑽ ， （ 二 ） 贫农 ， （ 三 ） 小 手工业者 ， （ 四 ） 店员 ⑾ ， （ 五 ） 小贩 等 五种,Mao1
绝大部分 半自耕农 和 贫农 是 农村 中 一个 数量 极大 的 群众,Mao1
所谓 农民 问题 ， 主要 就是 他们 的 问题,Mao1
半自耕农 、 贫农 和 小 手工业者 所 经营 的 ， 都是 更 细小 的 小生产 的 经济,Mao1
绝大部分 半自耕农 和 贫农 虽 同 属 半 无产阶级 ， 但 其 经济 状况 仍 有 上 、 中 、 下 三个 细别,Mao1
半自耕农 ， 其 生活 苦于 自 耕农 ， 因 其 食粮 每年 大约 有 一半 不够 ， 须 租 别人 田地 ， 或者 出卖 一部分 劳动力 ， 或 经营 小商 ， 以资 弥补,Mao1
春夏 之间 ， 青黄不接 ， 高利 向 别人 借债 ， 重价 向 别人 籴粮 ， 较之 自 耕农 的 无求 于 人 ， 自然 景遇 要 苦 ， 但是 优于 贫农,Mao1
因为 贫农 无 土地 ， 每年 耕种 只得 收获 之 一半 或 不足 一半 ； 半自耕农 则 租 于 别人 的 部分 虽 只 收获 一半 或 不足 一半 ， 然 自 有的 部分 却 可 全 得,Mao1
故半 自 耕农 的 革命性 优于 自 耕农 而 不及 贫农,Mao1
贫农 是 农村 中 的 佃农 ， 受 地主 的 剥削,Mao1
其 经济 地位 又 分 两 部分,Mao1
一部分 贫农 有 比较 充足 的 农具 和 相当 数量 的 资金,Mao1
此 种 农民 ， 每年 劳动 结果 ， 自己 可 得 一半,Mao1
不足 部分 ， 可以 种 杂粮 、 捞 鱼虾 、 饲鸡 豕 ， 或 出卖 一部分 劳动力 ， 勉强 维持 生活 ， 于 艰难竭蹶 之中 ， 存聊 以 卒岁 之 想,Mao1
故 其 生活 苦于 半自耕农 ， 然 较 另 一部分 贫农 为 优,Mao1
其 革命性 ， 则 优于 半自耕农 而 不及 另 一部分 贫农,Mao1
所谓 另 一部分 贫农 ， 则 既 无 充足 的 农具 ， 又 无 资金 ， 肥料 不足 ， 土地 歉收 ， 送 租 之外 ， 所得 无 几 ， 更 需要 出卖 一部分 劳动力,Mao1
荒时暴月 ， 向 亲友 乞哀告怜 ， 借 得 几 斗 几 升 ， 敷衍三日 五日 ， 债务 丛集 ， 如牛负重,Mao1
他们 是 农民 中 极 艰苦 者 ， 极 易 接受 革命 的 宣传,Mao1
小 手工业者 所以 称为 半 无产阶级 ， 是 因为 他们 虽然 自有 简单 的 生产 手段 ， 且 系 一种 自由 职业 ， 但 他们 也 常常 被迫 出卖 一部分 劳动力 ， 其 经济 地位 略 与 农村 中 的 贫农 相当,Mao1
因 其 家庭 负担 之 重 ， 工资 和 生活 费用 之 不 相称 ， 时有 贫困 的 压迫 和 失业 的 恐慌 ， 和 贫农 亦 大致 相同,Mao1
店员 是 商店 的 雇员 ， 以 微薄 的 薪资 ， 供 家庭 的 费用 ， 物价 年年 增长 ， 薪 给 往往 须 数年 一 增 ， 偶 与 此 辈 倾谈 ， 便 见 叫苦不迭,Mao1
其 地位 和 贫农 及 小 手工业者 不相上下 ， 对于 革命 宣传 极 易 接受,Mao1
小贩 不论 肩 挑 叫卖 ， 或 街 畔 摊售 ， 总之 本小利微 ， 吃 着 不够,Mao1
其 地位 和 贫农 不相上下 ， 其 需要 一个 变更 现状 的 革命 ， 也 和 贫农 相同,Mao1
无产阶级,Mao1
现代 工业 无产阶级 约 二百万 人,Mao1
中国 因 经济 落后 ， 故 现代 工业 无产阶级 人数 不 多,Mao1
二百万 左右 的 产业 工人 中 ， 主要 为 铁路 、 矿山 、 海运 、 纺织 、 造船 五种 产业 的 工人 ， 而 其中 很 大 一个 数量 是 在 外资 产业 的 奴役 下,Mao1
工业 无产阶级 人数 虽 不 多 ， 却 是 中国 新 的 生产力 的 代表 者 ， 是 近代 中国 最 进步 的 阶级 ， 做 了 革命 运动 的 领导 力量,Mao1
我们 看四年 以来 的 罢工 运动 ， 如 海员 罢工 ⑿ 、 铁路 罢工 ⒀ 、 开滦 和 焦作煤矿 罢工 ⒁ 、 沙面 罢工 ⒂ 以及 “ 五卅 ” 后 上海 香港 两处 的 大 罢工 ⒃ 所 表现 的 力量 ， 就 可知 工业 无产阶级 在 中国 革命 中 所 处 地位 的 重要,Mao1
他们 所以 能 如此 ， 第一个 原因 是 集中,Mao1
无论 哪 种 人 都 不如 他们 的 集中,Mao1
第二个 原因 是 经济 地位 低下,Mao1
他们 失 了 生产 手段 ， 剩下 两手 ， 绝 了 发财 的 望 ， 又 受 着 帝国主义 、 军阀 、 资产阶级 的 极 残酷 的 待遇 ， 所以 他们 特别 能 战斗,Mao1
都市 苦力 工人 的 力量 也 很 可 注意,Mao1
以 码头 搬运夫 和 人力车夫 占 多数 ， 粪夫 清道夫 等 亦 属于 这 一类,Mao1
他们 除 双手 外 ， 别无长物 ， 其 经济 地位 和 产业 工人 相似 ， 惟不及 产业 工人 的 集中 和 在 生产 上 的 重要,Mao1
中国 尚 少 新式 的 资本主义 的 农业,Mao1
所谓 农村 无产阶级 ， 是 指 长工 、 月工 、 零工 等 雇农 而言,Mao1
此 等 雇农 不仅 无 土地 ， 无 农具 ， 又 无 丝毫 资金 ， 只得 营工 度日,Mao1
其 劳动 时间 之 长 ， 工资 之 少 ， 待遇 之 薄 ， 职业 之 不 安定 ， 超过 其他 工人,Mao1
此 种 人 在 乡村 中 是 最 感 困难 者 ， 在 农民 运动 中和 贫农 处于 同一 紧要 的 地位,Mao1
此外 ， 还有 数量 不 小 的 游民 无产者 ， 为 失 了 土地 的 农民 和 失 了 工作 机会 的 手工业 工人,Mao1
他们 是 人类 生活 中 最 不 安定 者,Mao1
他们 在 各地 都 有 秘密 组织 ， 如 闽 粤 的 “ 三合会 ” ， 湘 鄂 黔 蜀 的 “ 哥 老 会 ” ， 皖豫鲁 等 省 的 “ 大刀会 ” ， 直隶 及 东三省 的 “ 在 理会 ” ， 上海 等 处 的 “ 青帮 ” ⒄ ， 都 曾经 是 他们 的 政治 和 经济 斗争 的 互助 团体,Mao1
处置 这 一批 人 ， 是 中国 的 困难 的 问题 之一,Mao1
这 一批 人 很 能 勇敢 奋斗 ， 但 有 破坏性 ， 如 引导 得法 ， 可以 变成 一种 革命 力量,Mao1
综上所述 ， 可知 一切 勾结 帝国主义 的 军阀 、 官僚 、 买办 阶级 、 大地主阶级 以及 附属 于 他们 的 一部分 反动 知识界 ， 是 我们 的 敌人,Mao1
工业 无产阶级 是 我们 革命 的 领导 力量,Mao1
一切 半 无产阶级 、 小 资产阶级 ， 是 我们 最 接近 的 朋友,Mao1
那 动摇 不定 的 中产阶级 ， 其 右翼 可能 是 我们 的 敌人 ， 其 左翼 可能 是 我们 的 朋友 —— 但 我们 要 时常 提防 他们 ， 不要 让 他们 扰乱 了 我们 的 阵线,Mao1
--------------------------------------------------------------------------------,Mao1
注释,Mao1
〔 1 〕 国家主义 派 指 中国青年党 ， 当时 以 其 外围 组织 “ 中国 国家主义青年团 ” 的 名义 公开 进行 活动,Mao1
组织 这个 政团 的 是 一些 反动 政客 ， 他们 投靠 帝国主义 和 当权 的 反动派 ， 把 反对 中国共产党 和 苏联 当作 职业,Mao1
〔 2 〕 戴 季陶 （ 一八九一 —— 一九四九 ） ， 又 名 传贤 ， 原籍 浙江 湖州 ， 生于 四川 广汉,Mao1
早年 参加 中国同盟会 ， 从事 过 反对清 政府 和 袁世凯 的 活动,Mao1
后 曾 和 蒋介石 在 上海 共同 经营 交易所 的 投机 事业,Mao1
一九二五年 随着 孙中山 的 逝世 和 革命 高潮 的 到来 ， 他 歪曲 孙中山 学说 的 革命 内容 ， 散布 反对 国共 合作 、 反对 工农革命 运动 的 谬论 ， 为 后来 蒋介石 的 反 共 活动 作 了 准备,Mao1
一九二七年 南京 国民政府 成立 后 ， 历任 国民政府 委员 、 考试院 院长 等 职,Mao1
一九四九年二月 ， 蒋介石 的 统治 即将 崩溃 ， 戴季陶 感到 绝望 而 自杀,Mao1
〔 3 〕 北京 《 晨报 》 ， 初名 《晨钟报 》 ， 一九一六年八月 创刊 于 北京 ， 一九一八年十二月 改名 为 《 晨报 》 ， 一九二八年六月 停刊,Mao1
〔 4 〕 一九二二年 和 一九二三年 间 ， 孙中山 在 共产党人 的 帮助 下 ， 决定 改组 国民党 ， 实行 国共 合作 ， 容纳 共产党人 参加 国民党 ， 并 于 一九二四年一月 在 广州 召开 国民党第一次 全国 代表大会 ， 实行 联 俄 、 联 共 、 扶助 农工 的 三大 政策,Mao1
李大钊 、 谭平山 、 毛泽东 、 林伯渠 、 瞿秋白 等 共产党人 参加 了 这次 大会,Mao1
他们 曾经 被 选 为 国民党中央执行委员会 的 委员 或 候补委员 ， 担任 过 国民党 的 许多 领导 工作 ， 对于 帮助 国民党 走上 革命 的 道路 ， 起 了 重大 的 作用,Mao1
〔 5 〕 第三 国际 即 共产国际 ， 一九一九年三月 在 列宁 领导 下 成立,Mao1
一九二二年 中国共产党 参加 共产国际 ， 成为 它 的 一个 支部,Mao1
一九四三年五月 ， 共产国际执行委员会主席团 通过 决定 ， 提议 解散 共产国际 ， 同年六月 共产国际 正式 宣布 解散,Mao1
〔 6〕国际联盟 简称 国联 ， 一九二○年一月 正式 成立,Mao1
先后 参加 的 有 六十多个 国家,Mao1
国际联盟 标榜 以 “ 促进 国际 合作 ， 维持 国际 和平 与 安全 ” 为 目的 ， 实际上 日益 成为 帝国主义 国家 推行 侵略 政策 的 工具,Mao1
第二次世界大战 爆发 后 无形 瓦解 ， 一九四六年四月 正式 宣布 解散,Mao1
〔 7〕 这里 是 指 中 农,Mao1
〔 8 〕 赵公元 帅 是 中国 民间 传说 的 财神 ， 叫 赵公明,Mao1
〔 9 〕 指 一九二五年五月三十日 爆发 的 反帝 爱国 运动,Mao1
一九二五年五月 间 ， 上海 、 青岛 的 日本纱厂 先后 发生 工人 罢工 的 斗争 ， 遭到 日本 帝国主义 和 北洋军阀 的 镇压,Mao1
上海 内外 棉 第七厂 日本 资本家 在 五月十五日 枪杀 了 工人 顾正红 ， 并 伤 工人 十 余 人,Mao1
二十九日 青岛 工人 被 反动 政府 屠杀 八 人,Mao1
五月三十日 ， 上海 二千余学生 分头 在 公共 租界 各 马路 进行 宣传 讲演 ， 一百余名 遭 巡捕 （ 租界 内 的 警察 ） 逮捕 ， 被 拘押 在 南京路 老闸 巡捕 房 内 ， 引起 了 学生 和 市民 的 极大 愤慨 ， 有 近 万 人 聚集 在 巡捕 房 门口 ， 要求 释放 被捕 学生,Mao1
英 帝国主义 的 巡捕 向 群众 开枪 ， 打 死 打伤 许多 人,Mao1
这就 是 震惊 中外 的 五卅 惨案,Mao1
六月 ， 英日 等 帝国主义 在 上海 和 其他 地方 继续 进行 屠杀,Mao1
这些 屠杀 事件 激起 了 全国 人民 的 公愤,Mao1
广大 的 工人 、 学生 和 部分 工商业者 ， 在 许多 城市 和县 镇 举行 游行 示威 和 罢工 、 罢课 、 罢市 ， 形成 了 全国 规模 的 反帝 爱国 运动 高潮,Mao1
〔 10〕 这里 是 指 自己 有 一部分 土地 ， 同时 租 种 一部分 土地 ， 或 出卖 一部分 劳动力 ， 或 兼营 小商 的 贫农,Mao1
〔 11〕 店员 有 不同 的 阶层 ， 他们 一般 不 占有 生产资料 ， 生活 来源 的 全部 或者 主要 部分 是 依靠 向 店主 出卖 劳动力 所 取得 的 工资,Mao1
毛泽东 在 这里 所 指 的 是 店员 中 的 一部分 ， 还有 一部分 下层 店员 过 着 无产阶级 的 生活,Mao1
〔 12〕 指 一九二二年 香港 和 上海 的 海员 罢工,Mao1
香港 海员 罢工 爆发 于 一月十二日 ， 坚持 了 八个星期,Mao1
最后 ， 香港 英 帝国主义 当局 被迫 答应 增加 工资 ， 恢复 原 工会 ， 释放 被捕 工人 ， 抚恤 在 罢工 中 死难 烈士 的 家属,Mao1
上海 海员 罢工 于 八月五日 开始 ， 坚持 了 三个星期 ， 也 得到 胜利,Mao1
〔 13〕 指 一九二二年 和 一九二三年 中国共产党 领导 的 各 主要 铁路线 的 工人 罢工,Mao1
在 罢工 过程 中 ， 工人 群众 的 觉悟 迅速 提高 ， 要求 改善 生活 的 经济 斗争 迅速 发展 为 反对 军阀 的 政治 斗争,Mao1
一九二三年二月四日 ， 京汉铁路 工人 为 争取 组织总工会 的 自由 ， 举行 总 罢工,Mao1
其他 许多 铁路 的 工人 也 纷纷 响应,Mao1
二月七日 ， 英 帝国主义 支持 的 北洋军阀 吴佩孚 、 萧耀南 等 ， 残酷 地 屠杀 京汉铁路 的 工人 ， 造成 了 二七 惨案,Mao1
〔 14〕 开滦 煤矿 是 直隶省 （ 今 河北省 ） 开平 、 滦县 一带 煤矿 的 总称 ， 当时 为 英 帝国主义者 所 控制,Mao1
开滦 罢工 指 一九二二年十月 、 十一月 间 矿工 三万 余 人 举行 的 大 罢工,Mao1
英 帝国主义者 和 北洋军阀 对 这次 罢工 进行 残酷 的 镇压 ， 工人 死伤 很多 ， 但是 仍然 坚持 斗争,Mao1
最后 ， 英 帝国主义者 不得不 答应 给 工人 增加 一部分 工资,Mao1
焦作煤矿 ， 在 河南省 北部 ， 当时 也 为 英 帝国主义者 所 控制,Mao1
焦作 罢工 指 一九二五年七月 爆发 的 罢工,Mao1
这次 罢工 是 为 响应 五卅 运动 而 发动 的 ， 前后 坚持 七个多月,Mao1
最后 ， 英 帝国主义者 不得不 承认 工会 有 代表 工人 的 权利 ， 并且 被迫 接受 增加 工资 、 不 无故 开除 工人 和 补偿 工人 因 罢工 所 受 的 损失 等 项 条件,Mao1
〔 15〕 沙面 当时 是 英法 帝国主义 在 广州 的 租界,Mao1
一九二四年七月 ， 统治 沙面 的 帝国主义者 颁布 新 警律 ， 规定 沙面 的 中国人 出入 租界 必须 携带 贴 有 本人 相片 的 执照 ， 在 租界 内 行动 必须 受 各种 苛刻 的 限制 ， 但是 外国人 却 可以 自由 出入 活动,Mao1
沙面 工人 于 七月十五日 宣告 罢工 ， 抗议 这些 无理 措施,Mao1
这次 沙面 罢工 迫使 英法 帝国主义者 取消 了 新 警律,Mao1
〔 16〕 指 一九二五年六月一日 开始 的 上海 大 罢工 和 六月十九日 开始 的 香港 大 罢工,Mao1
这 两处 罢工 是 当时 全国 反帝 爱国 运动 的 支柱,Mao1
前者 有 二十多万 工人 参加 ， 坚持 了 三四个月 ； 后者 有 二十五万 工人 参加 ， 坚持 了 一年零四个月 ， 是 截至 当时 为止 的 世界 工人运动 史 中 时间 最 长 的 一次 罢工,Mao1
〔 17〕 三合会 、 哥老会 、 大刀会 、 在 理会 、 青帮 是 旧中国 的 一些 民间 秘密 团体 ， 参加者 主要 的 是 破产 农民 、 失业 手工业 工人 和 流氓 无产者,Mao1
这 类 团体 大都 用 宗教 迷信 为 团聚 成员 的 工具 ， 采取 家长制 的 组织形式 ， 有的 还 拥有 武装,Mao1
参加 这 类 团体 的 人 ， 在 社会生活 中 有 互相 援助 的 义务 ， 有时 还 共同 反抗 压迫 他们 的 地主 、 官僚 和 外国 侵略者,Mao1
但是 ， 农民 和 手工业 工人 不可能 依靠 这 类 团体 得到 出路,Mao1
同时 ， 由于 这 类 团体 带有 严重 的 封建性 和 盲目 的 破坏性 ， 它们 又 往往 容易 被 反动 统治阶级 和 帝国主义 势力 所 操纵 和 利用,Mao1
随着 工人阶级 力量 的 壮大 和 中国共产党 的 成立 ， 农民 和 手工业 工人 在 共产党 的 领导 之下 逐步 地 建立 了 完全 新式 的 群众组织 ， 这 类 落后 的 团体 就 失掉 了 它们 的 存在 价值,Mao1
--------------------------------------------------------------------------------,Mao1
湖南 农民 运动 考察 报告,Mao1
（ 一九二七年三月 ）,Mao1
毛泽东 此文 是 为了 答复 当时 党内 党外 对于 农民 革命 斗争 的 责难 而 写 的,Mao1
为了 这个 目的 ， 毛泽东 到 湖南 做 了 三十二天 的 考察 工作 ， 并 写 了 这 一 篇 报告,Mao1
当时 党内 以 陈独秀 为首 的 右倾机会主义 者 ， 不 愿意 接受 毛泽东 的 意见 ， 而 坚持 自己 的 错误 见解,Mao1
他们 的 错误 ， 主要 是 被 国民党 的 反动 潮流 所 吓倒 ， 不敢 支持 已经 起来 和 正在 起来 的 伟大 的 农民 革命 斗争,Mao1
为了 迁就 国民党 ， 他们 宁愿 抛弃 农民 这个 最 主要 的 同盟军 ， 使 工人阶级 和 共产党 处于 孤立无援 的 地位,Mao1
一九二七年春夏 国民党 之所以 敢于 叛变 ， 发动 “ 清党运动 ” 和 反 人民 的 战争 ， 主要 就是 乘 了 共产党 的 这个 弱点,Mao1
农民 问题 的 严重性,Mao1
我 这 回到 湖南 ⑴ ， 实地 考察 了 湘潭 、 湘乡 、 衡山 、 醴陵 、 长沙 五 县 的 情况,Mao1
从 一月四日 起 至 二月五日 止 ， 共 三十二天 ， 在 乡下 ， 在 县城 ， 召集 有 经验 的 农民 和 农运 工作 同志 开 调查会 ， 仔细 听 他们 的 报告 ， 所得 材料 不少,Mao1
许多 农民 运动 的 道理 ， 和 在 汉口 、 长沙 从 绅士阶级 那里 听 得 的 道理 ， 完全 相反,Mao1
许多 奇事 ， 则 见所未见 ， 闻所未闻,Mao1
我 想 这些 情形 ， 很多 地方 都 有,Mao1
所有 各种 反对 农民 运动 的 议论 ， 都 必须 迅速 矫正,Mao1
革命 当局 对 农民 运动 的 各种 错误 处置 ， 必须 迅速 变更,Mao1
这样 ， 才 于 革命 前途 有所 补益,Mao1
因为 目前 农民 运动 的 兴起 是 一个 极大 的 问题,Mao1
很 短 的 时间 内 ， 将 有 几万万 农民 从 中国 中部 、 南部 和 北部 各省 起来 ， 其 势 如 暴风骤雨 ， 迅猛 异常 ， 无论 什么 大 的 力量 都 将 压抑 不住,Mao1
他们 将 冲决 一切 束缚 他们 的 罗 网 ， 朝着 解放 的 路上 迅跑,Mao1
一切 帝国主义 、 军阀 、 贪官污吏 、 土豪劣绅 ， 都 将 被 他们 葬 入 坟墓,Mao1
一切 革命 的 党派 、 革命 的 同志 ， 都 将 在 他们 面前 受 他们 的 检验 而 决定 弃取,Mao1
站 在 他们 的 前头 领导 他们 呢,Mao1
还是 站 在 他们 的 后头 指手画脚 地 批评 他们 呢,Mao1
还是 站 在 他们 的 对面 反对 他们 呢,Mao1
每个 中国人 对于 这 三项 都 有 选择 的 自由 ， 不过 时局 将 强迫 你 迅速 地 选择 罢了,Mao1
组织 起来,Mao1
湖南 的 农民 运动 ， 就 湘 中 、 湘 南 已 发达 的 各县 来说 ， 大约 分为 两个 时期,Mao1
去年一月 至 九月 为 第一 时期 ， 即 组织 时期,Mao1
此 时期 内 ， 一月 至 六月 为 秘密 活动 时期 ， 七月 至 九月革命军 驱逐 赵恒惕 ⑵ ， 为 公开 活动 时期,Mao1
此 时期 内 ， 农会 会员 的 人数 总计 不过 三四十万 ， 能 直接 领导 的 群众 也 不过 百余方 ， 在 农村 中 还 没有 什么 斗争 ， 因此 各界 对 它 也 没有 什么 批评,Mao1
因为 农会 会员 能 作 向导 ， 作 侦探 ， 作 挑夫 ， 北伐军 的 军官 们 还有 说 几句 好话 的,Mao1
十月 至 今年一月 为 第二 时期 ， 即 革命 时期,Mao1
农会 会员 激增 到 二百万 ， 能 直接 领导 的 群众 增加 到 一千万,Mao1
因为 农民 入 农会 大多数 每家 只 写 一个 人 的 名字 ， 故 会员 二百万 ， 群众 便 有约 一千万,Mao1
