sentence,doc
"党 的 十三大 明确 提出 了 "" 使 经济 建设 转 到 依靠 科技 进步 和 提高 劳动者 素质 的 轨道 上来 """,Hu1
这是 建设 试验区 必须 坚持 的 战略 思想,Hu1
从 毕节 实际 情况 看 ， 技术 落后 、 管理 落后 、 劳动者 素质 较 低 是 导致 经济 落后 的 重要 原因,Hu1
"反过来说 , 进行 智力 开发 、 提高 科技 和 管理 水平 ， 又 是 提高 经济效益 的 决定性 因素",Hu1
在 试验区 工作 逐步 展开 后 ， 能否 有效 解决 人才 短缺 矛盾 ， 将 从 根本 上 影响 试验区 工作 进程,Hu1
"因此 , 加强 智力 开发 ， 注重 培养 人才 、 引进 人才 , 已经 到 了 刻不容缓 的 程度",Hu1
"要 在 全 地区 进一步 造成 尊重 知识 、 尊重 人才 的 环境 , 充分 调动 广大 知识分子 和 各类 人才 积极性",Hu1
随着 城乡 商品经济 发展 ， 各地 都 涌现 出 了 一批 有 胆略 、 有 魄力 、 懂 生产 、 会 经营 的 商品 生产 经营者,Hu1
"他们 当中 的 一些 人 已经 成长 为 名副其实 的 企业家 , 他们 是 发展 社会主义 商品经济 的 带头人",Hu1
一定 要 正确 对待 他们 ， 充分 肯定 他们 在 改革 和 发展 商品经济 中 的 开拓 精神 ， 对 他们 的 缺点 和 失误 要 真心 诚意 教育 和 帮助,Hu1
"要 善于 发挥 "" 能人 效应 "" ， 力求 用 好 一个 能人 、 带动 周围 一 片 ， 形成 一个 有利于 改革 探索 、 有利于 发展 社会主义 商品经济 的 良好 社会 环境",Hu1
要 十分 注意 提高 全体 劳动者 素质,Hu1
在 企业 ， 要 加强 职工 全员 培训 ， 特别是 新建 企业 一定 要 对 新 职工 进行 必要 的 政治 、 经济 知识 的 普及,Hu1
"在 农村 ， 要 加强 乡土 科技 人才 培养 和 使用 , 促进 农业 生产 由 粗放经营 向 集约 经营 转变",Hu1
"要 把 发展 教育 事业 放 在 突出 的 战略 位置 , 从 毕节 实际 出发 , 在 大力 加强 基础 教育 、 努力 提高 教学 质量 的 同时 ， 重点 发展 职业 技术 教育 、 培养 大批 初级 技术 人才 ， 以 适应 试验区 建设 需要",Hu1
四 、 全方位 扩大 开放,Hu1
"从 实现 开发 扶贫 、 生态 建设 目标 出发 , 从 大力 发展 社会主义 商品经济 的 要求 出发 , 从 全国 发展 外向型 经济 战略 的 形势 出发 , 都 必须 彻底 改变 毕节 长期 形成 的 封闭 格局 , 实行 全方位 开放",Hu1
只有 这样 ， 才能 缓解 开发 建设 过程 中 人才 、 资金 、 信息 短缺 矛盾 ， 借助 外力 加快 开发 扶贫 、 生态 建设 步伐,Hu1
要 进一步 解放 思想 ， 树立 全方位 开放 意识,Hu1
"坚决 抛弃 满足 现状 、 夜郎自大 、 自我 封闭 的 自然经济 观念 , 坚决 克服 "" 怕 吃亏 ” 、 "" 怕 肥水 流入 外人 田 ” 的 小生产 狭隘 观念 ， 从 思想 上 解决 好 让利 于 外 、 让利 在先 问题 , 形成 有利于 扩大 开放 的 舆论 环境",Hu1
实行 全方位 开放 ， 当然 包括 向 国外 开放,Hu1
"从 毕节 实际 出发 , 要 着重 抓好 投资 环境 改善",Hu1
"同时 ， 对 已 确定 的 援助 项目 和 外商 有 投资 意向 的 项目 ， 要 加快 科学 论证 , 搞好 协调 服务 , 提高 办事 效率 ， 力求 搞 一个 成 一个 , 以 树立 良好 信誉 ， 为 今后 进一步 扩大 对外开放 创造 条件",Hu1
"实行 全方位 开放 , 当前 主要 还是 向 国内 、 省内 开放",Hu1
"要 充分 利用 已经 制定 的 优惠 政策 , 充分 利用 地区 优势 资源 , 充分 利用 已 有 资金 作 导向 ， 大力 发展 多 层次 横向 经济 联合 ， 特别 是 发展 和 沿海 地区 大 跨度 的 横向 经济 联合",Hu1
五 、 发扬 艰苦奋斗 、 扎实 苦干 精神,Hu1
"随着 试验区 工作 逐步 展开 和 生产力 发展 ， 贫困 人口 温饱 问题 会 基本 解决 ， 广大 群众 生活 也 会 进一步 改善 , 这是 毫无疑问 的",Hu1
"但是 , 必须 向 广大 干部 群众 讲 清楚 ， 我们 是 在 全国 最 贫困 的 地区 搞 试验 , 是 在 进行 开发 扶贫 试验 ， 决不 能 期望 像 沿海 发达 地区 那样 ， 经过 不 太 长 时间 就 能 使 大家 都 富裕 起来",Hu1
"各级 干部 特别 是 领导 干部 要 树立 长期 艰苦奋斗 的 思想 , 带领 群众 谱写 毕节 地区 艰苦 创业 的 历史",Hu1
要 集中 更 多 资金 用于 开发 扶贫 、 生态 建设 ， 用于 包括 电力 、 交通 在内 的 基础 设施 建设,Hu1
"对 楼堂馆所 建设 , 一定 要 按照 规定 严格 管理",Hu1
各项 管理 权限 下放 以后 ， 地 、 县 权力 大 了 ， 但 责任 也 重 了,Hu1
"一定 要 坚持 科学 决策 、 民主 决策 , 完善 必要 的 议事 程序 , 坚决 防止 盲目 决策 、 瞎 指挥 , 防止 乱 铺 摊子 ， 防止 铺张浪费",Hu1
要 鼓 实劲 、 办 实事 、 讲 实效 ， 体现 试验区 工作 效率 和 作风,Hu1
要 少 说 多 做 ， 说 了 就 做 ， 做 就 做好 ， 不 搞 花架子 ， 不 做 表面文章 ， 不图 虚名,Hu1
"要 勇于 探索 、 奋力 进取 、 知难而进 、 坚韧不拔 , 不要 遇到 一点 风吹草动 就 犹豫 迟疑 , 发生 动摇",Hu1
"关于 贵州 发展 和 改革 （ 一九八八年 八月 二十二日 ） 关于 经济 发展 目标 和 方针 今后 五 年内 ， 我们 要 围绕 组织 全省 第二 个 经济 翻番 ， 以 改革 总揽 全局 ， 加快 资源 开发 步伐 ， 加快 支柱 产业 形成 ， 加快 基础 设施 建设 ， 努力 完成 国民经济 计划 ， 基本 解决 贫困 农户 温饱 问题 , 为 全省 人民 逐步 走向 小康 打下 坚实 基础",Hu1
"遵循 中央 确定 的 "" 注重 效益 、 提高 质量 、 协调 发展 、 稳定 增长 "" 战略 ⑴ ， 结合 我省 实际 ， 要 贯彻 以下 方针",Hu1
第一 ， 切实 加强 农业 建设 ， 大力 发展 农村 商品 经济,Hu1
"我省 农业 基础 薄弱 ， 加强 农业 建设 是 长期 的 带有 特殊 艰巨性 的 任务 , 必须 高度 重视 ， 放 到 极端 重要 的 位置 上",Hu1
要 坚持 一 靠 政策 、 二 靠 科学 ， 不断 深化 改革 ， 增加 投入 ， 促进 农业 发展,Hu1
"粮食 问题 是 制约 贵州 经济 发展 的 一个 突出 问题 , 随着 人口 增加 、 人均 耕地 面积 减少 ， 粮食 短缺 矛盾 将 更加 尖锐 ， 对此 * 这是 胡锦涛 同志 在 中国 共产党 贵州省 第六 次 代表大会 上 的 报告 《 进一步 解放 思想 ， 加快 改革 开放 步伐 ， 迎接 贵州 九十 年代 的 新 发展 》 的 一部分",Hu1
决不 能 掉以轻心,Hu1
解决 这个 问题 ， 首先 要 在 增加 生产 上 下功夫,Hu1
"要 切实 加强 土地 管理 ， 保护 耕地 ， 培肥 地力 ， 稳定 播种面积 , 实行 集约经营 ， 努力 提高 单产",Hu1
继续 改革 耕作 制度 和 耕作 技术 ， 加速 适用 农业 科技 成果 推广 应用 ， 争取 大面积 开花 结果,Hu1
"努力 改善 农业 生产 条件 ， 实行 国家 、 集体 、 个人 投入 相 结合 , 生物 措施 和 工程 措施 相 结合 ， 大力 搞好 水利 建设 ， 改造 中低 产 田土 ， 建设 一批 高产 稳产 基本 农田",Hu1
重视 并 提倡 施用 有机肥,Hu1
切实 加强 化肥 、 农药 、 塑料 薄膜 、 农机 等 支农 工业 ， 增加 农用 物资 生产 和 供应 ， 改进 农业 生产 支援 和 服务 工作,Hu1
继续 大力 发展 多种 经营 ， 特别是 要 把 开发 非 耕地 资源 放 到 重要 位置,Hu1
"充分 运用 农业 区划 成果 ， 因地制宜 、 发挥 优势 , 统一 规划 、 分步 实施 ， 承包 经营 、 注重 效益 , 发展 农林牧副渔 相 结合 的 多 模式 开发性 农业",Hu1
要 发展 庭院 经济,Hu1
林业 生产 要 坚持 营护 并重 、 采育 结合 、 综合 加工 、 永续 利用 ， 使用 材林 、 经济林 、 薪炭林 、 水土 保持 林 协调 发展 ， 发挥 综合 效益,Hu1
"发展 畜牧业 要 坚持 猪 牛 并重 ， 大力 发展 羊 禽 杂 ， 开发 草山 草坡 , 重视 草场 建设 ， 抓好 品种 改良 和 疫病 防治 ， 加强 饲料 生产 和 质量 监测",Hu1
"广泛 利用 水面 资源 , 发展 水产业",Hu1
"要 搞好 商品 基地 建设 , 上 批量 、 求 效益 , 发展 种 、 养 、 加 、 销 相 结合 的 农副产品 加工业",Hu1
进一步 推进 乡镇企业 发展 ， 使 乡镇企业 成为 繁荣 农村 经济 的 重要 支柱,Hu1
"坚持 户办 、 联户 办 、 村办 、 乡 办 、 区 办 "" 五 轮 齐 转 ” ， 依托 本地 资源 ， 适应 市场 需求 , 广 开 生产 门路 ， 抓住 拳头 产品 ， 逐步 发展 多种 类型 的 联合 ， 带动 千家万户",Hu1
继续 鼓励 城市 企业 和 教学 科研 单位 以及 各 方面 力量 以 多种 形式 扶持 和 促进 乡镇企业 发展,Hu1
"要 把 乡镇企业 发展 作为 整个 国民经济 协调 发展 的 有机 组成 部分 ， 积极 帮助 乡镇企业 解决 困难 ， 提高 经营 管理 水平 和 经济效益 , 推动 农村 非农 产业 发展",Hu1
第二 ， 调整 优化 产业 结构 ， 培育 支柱 产业,Hu1
"调整 优化 产业 结构 ， 实现 生产 要素 合理 配置 , 是 加快 我省 经济 发展 的 一个 关键 问题",Hu1
必须 以 国内外 市场 为 导向 ， 立足 本省 资源 ， 广泛 培育 各个 生产 领域 里 的 生长点,Hu1
必须 积极 推广 新 技术 、 新 材料 和 现代 管理 方法 ， 大力 改造 传统 产业 ， 逐步 提高 现代 产业 比重,Hu1
"必须 发挥 现有 物质 技术 力量 作用 ， 特别是 进一步 推进 军民 结合 ， 发挥 三线 ⑵ 企业 、 重点 企业 优势 ， 合理 调整 生产力 区域 布局 , 把 生产 能力 重新 组合 和 增加 新 的 生产力 结合 起来",Hu1
要 制定 正确 的 产业 政策 和 技术 政策 ， 着力 发展 以下 产业 : 继续 积极 发展 名 优酒 、 日用 消费品 等 为 主体 的 轻工业 ; 大力 发展 包括 汽车 、 日用 机电 、 电子 产品 在内 的 机械 电子 工业 ; 有 步骤 发展 与 能源 相 结合 的 磷 、 铝 、 铁合金 等 资源 开发 和 加工 工业 ; 有 选择 培育 以 微电子 技术 和 生物 技术 为主 的 高 技术 新兴 产业,Hu1
"与 此 相 适应 ， 要 加快 以 有色金属 、 钢铁 、 化工 原料 为 重点 的 原材料 工业 发展 , 加快 建材 业 和 建筑业 发展",Hu1
切实 加强 基础 设施 建设,Hu1
开辟 多种 集资 引资 渠道 ， 实行 水火 并举 、 大中小 并举 的 方针 ， 加快 以 电力 为 中心 的 能源 工业 发展 ， 尽快 改变 电力 紧张 状况,Hu1
"认真 抓好 现有 铁路 、 公路 、 航道 、 机场 改造 , 积极 争取 国家 扶持 增辟 新 线 ， 修建 新 机场 , 加快 以 综合 运输 体系 为 主轴 的 交通 事业 发展",Hu1
"努力 改变 邮电 通信 设施 落后 状况 , 提高 信息 传播 能力",Hu1
"各地 都 应当 根据 市场 情况 和 资源 特点 确定 重点 产业 ， 开发 龙头 产品 , 发挥 本地 优势 ， 形成 各具特色 的 产业 系列 ， 带动 不同 层次 产业 发展",Hu1
"第三 , 加快 科学技术 和 教育 事业 发展 , 推进 科研 教学 同 经济 建设 结合",Hu1
进一步 提高 对 科学技术 是 第一 生产力 的 认识 ， 贯彻 经济 建设 必须 依靠 科学技术 、 科技 工作 必须 面向 经济 建设 的 方针,Hu1
从 实际 出发 加强 科研 工作 ， 加强 新 技术 开发 ， 广泛 推广 应用 科技 成果 ， 促进 传统 技术 和 工业 改造 ， 提高 技术 和 管理 水平,Hu1
"要 进一步 深化 科技 体制 改革 , 把 竞争 机制 引入 科研 机构 , 积极 推行 各种 形式 的 承包 经营 责任制",Hu1
密切 科研 机构 同 企业 的 联系 ， 发展 多 层次 、 多 形式 、 多种 所有制 的 科研 生产 联合,Hu1
"坚持 放 活 科技 人员 的 政策 , 发挥 科普 协会 和 专业 学会 作用 ， 支持 科技 人员 以 各种 形式 参加 发展 经济 活动",Hu1
"认真 搞好 人才 开发 和 知识 更新 , 进一步 发挥 各类 人才 作用",Hu1
"鼓励 集体 和 个人 创建 各类 民办 科技 实体 , 充分 发挥 农村 科技 示范户 作用 ， 切实 保护 其 合法 权益",Hu1
"加强 统筹 协调 ， 认真 组织 实施 "" 星火 计划 "" ⑶ 、 "" 丰收 计划 "" ⑷ 、 "" 燎原 计划 "" ⑸ 、 "" 火炬 计划 "" ⑹",Hu1
进一步 发展 技术 市场 ， 推动 科技 成果 商品化,Hu1
加强 软科学 研究,Hu1
"发挥 我省 科学技术 基金 作用 , 有 重点 地 扶持 基础 研究 工作",Hu1
坚持 把 发展 教育 事业 放 在 突出 的 战略 位置,Hu1
"随着 经济 发展 , 逐年 增加 对 教育 事业 的 投入 ， 鼓励 、 支持 社会 力量 和 群众 集资 办学 、 捐 资助 学",Hu1
"深化 教育 体制 改革 ， 全面 贯彻 党 的 教育 方针 , 改革 教学 思想 、 内容 、 方法 ， 大面积 提高 教育 质量",Hu1
实行 地方 统筹 、 分级 管理 ， 大力 抓好 基础教育 ， 在 普及 初等 教育 的 基础 上 ， 积极 、 有 步骤 推进 九 年 义务 教育,Hu1
"把 发展 职业 技术 教育 作为 一 项 战略 措施 抓紧 抓好 , 加强 在职 教育 和 职前 培训 , 培养 适应 经济 社会 发展 需要 的 各种 人才",Hu1
积极 办 好 各类 师范 院校 ， 切实 加强 师资 队伍 建设,Hu1
"高等 、 中等 专业 学校 要 根据 需求 ， 逐步 调整 专业 设置 、 科类 比例 、 层次 结构 ， 挖掘 潜力 ， 发展 同 企业 的 联系 ， 推进 教学 和 生产 的 结合 , 更 好 面向 经济 建设",Hu1
要 努力 改善 教学 条件 ， 帮助 广大 教育 工作者 解决 实际 困难 和 问题,Hu1
提倡 勤工俭学,Hu1
"第四 , 统筹 规划 、 分类 指导 , 促进 地区 协调 发展",Hu1
"各 地区 生产力 发展 水平 不同 ， 发展 路子 也 应有 所 不同 , 必须 统筹 规划 、 分类 指导 、 突出 重点 、 各 展 所长",Hu1
省里 要 注意 抓好 以 水电 开发 为 龙头 的 乌江 流域 综合 开发 等 项目 ， 加快 全省 资源 开发 步伐,Hu1
"要 发挥 城市 中心 作用 ， 逐步 理顺 各 方面 关系 ， 扩大 中心 城市 权力 ， 完善 功能 , 提高 自我 积累 和 发展 能力",Hu1
要 加快 城市 建设 步伐 ， 密切 城市 同 周围 各县 的 联系 ， 逐步 建立 适应 商品 经济 发展 的 城镇 网络,Hu1
积极 创造 条件 ， 支持 基础 较 好的 地方 尽量 发展 得 快 一些 ， 达到 更 高 发展 目标,Hu1
进一步 为 贫困 地区 发展 创造 良好 环境,Hu1
凡是 有利于 贫困 地区 经济 社会 发展 的 政策 措施 ， 都 应当 允许 采用 和 试验,Hu1
要 改进 扶贫 工作 ， 把 重点 放 在 支持 和 帮助 贫困 地区 办 好 一批 能够 带动 千家万户 的 项目 上 ， 在 开发 和 发展 商品经济 中 逐步 摆脱 贫困,Hu1
继续 加强 对 贫困 地区 的 技术 支持 ， 鼓励 各类 科研 单位 和 科技 人员 到 贫困 地区 开展 技术 培训 和 咨询,Hu1
"提倡 和 鼓励 先进 地区 及 企业 到 贫困 地区 建 项目 、 办 企业 、 搞 开发 , 贫困 地区 应当 欢迎 并 提供 优惠 , 主动 发展 对外 联合 和 协作",Hu1
重视 贫困 地区 交通 、 能源 、 市场 等 建设 ， 为 进一步 发展 打下 良好 基础,Hu1
要 制定 有利于 县级 经济 发展 的 政策 ， 进一步 完善 县级 财政 体制 ， 切实 搞活 县级 经济,Hu1
各县 要 从 实际 出发 ， 积极 探索 加快 发展 新 路子,Hu1
创造 条件 尽快 把 乡级 财政 普遍 建立 起来 ， 激发 乡 的 活力,Hu1
第五 ， 进一步 扩大 开放 ， 积极 发展 对外 经济 技术 交流 合作,Hu1
"加快 经济 发展 ， 必须 因地制宜 , 进一步 扩大 两 个 开放 ， 即 对外开放 和 对内 开放 ; 面向 两 个 市场 ， 即 国内 市场 和 国际 市场 ; 抓好 两 个 输出 ， 即 商品 输出 和 劳务 输出",Hu1
"积极 发展 和 加强 同 沿海 地区 及 其他 省 区 的 横向 联合 和 协作 ， 引进 技术 、 资金 、 管理 经验 ， 提高 我们 的 技术 和 管理 水平 , 创 名牌 、 上 批量 ， 努力 扩大 贵州 产品 市场 覆盖面",Hu1
充分 发挥 我省 能源 和 原材料 工业 优势 ， 完善 政策 ， 狠抓 落实 ， 吸引 沿海 地区 联合 开发 ， 加快 能源 和 原材料 基地 建设,Hu1
"搞活 省内 劳务 市场 , 逐步 扩大 劳务 输出",Hu1
支持 各地 放手 发展 地区 、 企业 的 经济 技术 交流 合作 ， 不 搞 地区 封锁,Hu1
"积极 开拓 国际 市场 ， 以 企业 开放 为 先导 、 优势 产品 为 拳头 ， 培养 发展 外向型 经济 生长点 , 大力 扶持 和 发展 不同 类型 、 不同 所有制 形式 的 外向型 企业",Hu1
"抓好 出口 商品 生产 和 基地 建设 ， 调整 出口 商品 结构 , 增加 创汇 能力",Hu1
要 加快 和 深化 外贸 体制 改革 ， 把 外贸 承包 经营 责任制 切实 落实 到 企业,Hu1
逐步 下放 出口 经营权 ， 把 一批 有 条件 的 生产 企业 直接 推向 国际 市场,Hu1
"要 完善 投资 政策 , 改善 投资 环境 ， 广 开 引进 外资 渠道 ， 增强 吸引 外资 能力 ， 认真 抓好 项目 前期 准备 工作 , 加快 发展 "" 三资 ” 企业 ⑺ 步伐",Hu1
"第六 , 坚定不移 搞好 计划生育 工作",Hu1
实行 计划 生育 、 控制 人口 增长 ， 在 我省 具有 特殊 重要 的 意义 ， 丝毫 不 能 放松,Hu1
"必须 严格 执行 《 贵州省 计划生育 试行 条例 》 , 进一步 加强 计划生育 工作 , 从严 从紧 控制 人口 增长 ， 实行 优生优育 ， 提高 人口 质量",Hu1
重点 抓好 农村 和 城市 流动 人口 计划生育 工作,Hu1
树立 人均 观念 ， 增强 群众 实行 计划 生育 自觉性,Hu1
"发展 医疗 卫生 保健 事业 , 提高 人民 健康 水平",Hu1
"第七 , 在 发展 中 保护 和 建设 生态 环境",Hu1
"扭转 生态 环境 恶化 状况 , 在 我省 具有 重大 战略 意义",Hu1
"要 针对 存在 的 主要 问题 ， 贯彻 长短 结合 、 重在 治本 的 方针 ， 制止 乱砍滥伐 和 陡坡 开荒 ， 搞好 小 流域 综合治理 ， 巩固 并 逐步 增加 绿色 植被 ， 制止 水土 流失 进一步 扩大 , 进而 争取 生态 环境 转向 改善",Hu1
"坚持 开发 与 治理 并重 ， 经济 、 社会 、 环境 效益 相 结合 ， 从 现阶段 实际 出发 ， 在 推进 经济 建设 的 同时 ， 注意 保护 和 利用 各种 自然 资源 , 加强 对 环境 污染 的 预防 和 综合 治理",Hu1
"关于 加快 和 深化 经济 体制 改革 当前 和 今后 一个 时期 ， 全省 经济 体制 改革 的 主要 任务 是 : 按照 中央 总 部署 , 深化 农村 改革 ； 围绕 提高 经济效益 , 深化 企业 经营 机制 改革 ， 继续 完善 企业 承包 经营 责任制 ， 逐步 优化 企业 组织 结构 , 积极 推行 股份制 ； 积极 稳妥 推进 价格 、 工资 改革 ； 相应 进行 流通 、 财政 、 金融 、 投资 以及 其他 方面 综合 配套 改革 ； 加快 城乡 市场 体系 建立 和 培育 , 改善 商品 生产 环境 , 促进 多种 经济 成分 共同 发展 ， 逐步 确立 新 经济 体制 的 主导 地位",Hu1
第一 ， 深化 农村 改革,Hu1
"围绕 农村 市场 建立 和 培育 , 改革 农副产品 购销 体制 , 逐步 调整 和 理顺 农副产品 价格 体系 , 充分 调动 广大 农民 发展 农业 特别 是 粮食 生产 积极性",Hu1
"农副产品 逐步 放开 由 市场 调节 以后 ， 要 运用 合同 收购 、 实行 最低 保护价 、 建立 主要 农副产品 发展 基金 和 风险 保障 基金 等 措施 , 指导 和 帮助 农民 发展 生产 ， 保护 农民 利益",Hu1
"继续 完善 联产承包 责任制 , 进一步 发挥 家庭 经营 潜力 , 扩展 承包 经营 领域",Hu1
逐步 完善 土地 政策 ， 坚持 公有制 ， 搞活 使用权 ， 调动 农民 对 土地 投入 的 积极性,Hu1
"要 采取 联合 经营 、 转包 等 办法 促使 土地 合理 集中 , 在 有 条件 的 地方 逐步 形成 适度 规模 经营",Hu1
加快 建立 健全 由 多种 经济 成分 组成 的 农村 社会化 服务 体系,Hu1
