sentence,doc
必须 了解 ， 全国 民众 对 日寇 的 侵略 是 深恶痛绝 的 ， 只要 我们 能 采取 较好 的 方式 ， 去 诱导 他们 ， 鼓动 他们 ， 必定 能够 很快 地 打破 部分 民众 中 的 不 健康 的 心理 ， 必定 能够 鼓起 他们 最大 的 决心 与 勇气 ， 自动 地 奔 上 前线 ， 鼓励 自己 的 夫 、 子 、 兄 、 弟 上 前线 ， 为 光荣 的 民族 解放 事业 而 战斗,Deng1
这 从 某些 区域 进行 动员 工作 收到 显 着 成绩 的 例子 中 ， 可以 充分 地 证明 出来,Deng1
这些 动员 较好 的 区域 ， 给 我们 显示 出 了 一些 可贵 的 经验,Deng1
在 那里 ， 进行 了 充分 的 宣传 鼓动 工作,Deng1
运用 了 各种 宣传 的 武器 ------戏剧 、 歌曲 、 壁报 、 群众 大会 、 小 的 飞行 演讲 、 个别 谈话 等等 方法 ， 向 群众 说明 目前 形势 和 生路 ， 揭露 敌人 的 残暴,Deng1
经过 广泛 而 深入 的 宣传 后 ， 民众 的 抗日 热情 很快 地 激发 起来 ， 自动 加入 军队 的 踊跃 ， 是 远远 超过 强征 的 效果,Deng1
在 那里 ， 进行 了 团结 抗日 积极分子 与 在 群众 中 有 信仰 的 分子 （ 不是 投机 想 升官 发财 的 那些 人 ） 的 工作 ， 经过 他们 去 进行 招募 ， 常常 收效 极大,Deng1
在 那里 ， 进行 了 抗日 军人 家属 中 的 工作 ， 召集 了 各 军 军人 的 家属 开会 ， 有 可能 时 甚至 举行 会餐 ， 向 他们 宣传 解释 各种 抗日 的 问题 ， 说明 他们 的 光荣 ， 给以 光荣 牌匾 ， 并 征询 他们 的 意见,Deng1
对于 他们 的 困难 ， 已 在 可能 的 范围 内 ， 向 当地 政府 或 民众 团体 提出 意见 ， 求得 部分 的 解决,Deng1
这些 工作 的 结果 ， 给 了 一切 人民 以 抗日 军人 家属 光荣 的 榜样 ， 创造 了 不少 妻子 送 丈夫 、 父母 送 儿子 、 哥哥 送 弟弟 参加 军队 的 新 模范,Deng1
在 那里 ， 动员 了 政府 和 民众 团体 ， 来 协同 地 进行 这 一 工作 ， 推动 了 这些 组织 进行 宣传 、 慰劳 与 欢迎 新兵 上 前线 的 工作,Deng1
在 那里 ， 驻扎 的 军队 ， 首先 起 到 了 模范 的 作用,Deng1
军队 本身 有 了 模范 的 纪律 ， 与 民众 建立 了 密切 的 关系 ， 举行 军民 联欢 晚会 ， 请 民众 吃饭 （ 常 是 以 连队 为 单位 每家 请 一 人 代表 ）,Deng1
"这些 工作 给 了 民众 以 最 切实 的 影响 ， 使 他们 从 经验 中 改变 了 惧怕 军队 的 心理 和 "" 好子 不 当兵 "" 的 观念 ， 给 了 政府 与 军队 招募 新兵 以 便利",Deng1
在 那里 ， 军队 中 已 动员 了 自己 的 战士 去 进行 招募 工作,Deng1
只要 保证 自己 的 战士 不会 扰民 ， 态度 和蔼 ， 所 收 成绩 常常 是 可观 的,Deng1
最后 ， 在 那里 ， 有些 地区 是 处在 敌人 的 后方 侧翼 ， 或者 处在 时常 被 敌 侵扰 的 范围 内 ， 他们 充分 地 运用 了 组织 游击队 的 方式 ， 动员 敌人 后方 我 接敌 区域 的 群众 进行 广泛 的 游击 战争,Deng1
这些 游击队 本身 的 壮大 与 战斗力 的 增强 ， 还 逐渐 成为 正规 的 劲旅 ， 实际上 扩大 了 国防 的 力量 ； 甚至 在 可能 的 时机 ， 在 不妨 害 与 削弱 游击 战争 的 开展 之 条件 下 ， 还 可 动员 一些 游击 部队 加入 正规 的 军队,Deng1
这 一 方式 的 运用 ， 在 今天 不少 领土 变为 敌人 后方 的 条件 下 特别 重要 ， 既是 增强 国防 军队 的 一种 良好 手段 ， 在 持久 抗战 的 战略 上 更 有 极 伟大 的 意义,Deng1
我们 热望 全国 一切 军队 能够 得到 适时 的 补充 与 扩大,Deng1
在 全国 的 征兵 制 还 没有 可能 实施 以前 ， 我们 盼望 政府 和 军队 都 能 运用 这些 经验,Deng1
固然 这些 经验 仍然 是 不 充分 的 ， 但是 只要 我们 毅然 地 抛弃 强征 的 手段 ， 而 着眼 于 宣传 、 教育 、 组织 、 影响 等等 动员 民众 的 方式 ， 新 的 经验 将 不断 地 创造 出来 ， 动员 的 收获 也 必然 日益 丰富 起来,Deng1
三动员 新兵 的 责任 ， 在于 一方面 保证 动员 计划 的 完成 ， 一方面 还要 从 政治 工作 上 ， 保证 这些 新 战士 具有 高度 的 热情 和 自动性 而 开赴 前线 ， 这 对于 军队 战斗力 的 提高 ， 有 非常 重大 的 意义,Deng1
这 一 工作 依靠 于 动员 机关 和 军队 本身 协同 地 完成,Deng1
用 不良 方式 征调 新兵 ， 巩固 部队 与 提高 战斗力 的 工作 自然 是 极 困难 的 ， 急需 接收 新兵 的 部队 ， 以 坚强 的 政治 工作 ， 去 弥补 征调 时 的 缺点,Deng1
即 是 用 好的 动员 方式 征调 新兵 ， 也 不能 丝毫 忽视 这 一 工作,Deng1
必须 认识 ， 新 战士 在 昨天 还是 一个 老百姓 ， 家庭 的 观念 是 浓厚 的 ， 部队 的 生活 是 不 习惯 的 ， 军事 技术 是 不 懂得 的,Deng1
为着 巩固 新 战士 ， 使 他们 很快 地 习惯 部队 生活 ， 很快 地 成为 熟练 的 战士 ， 我们 必须 进行 许多 切实 而 艰苦 的 工作,Deng1
我们 不能 同意 这样 的 观点 ， 以为 完全 用 长官 的 严厉 统制 办法 ， 就 可以 达到 上述 目的,Deng1
固然 ， 军队 的 严格 的 纪律 与 合理 的 统御 是 必需 的 ， 但是 不够 的 ， 还 要求 政治 工作 的 配合,Deng1
我们 不仅 要 武装 战士 的 手足 ， 尤其 重要 的 是 武装 战士 的 头脑,Deng1
完全 采用 压制 的 办法 ， 其 结果 ， 纵然 可以 在 表面 上 收到 一些 效果 ， 也 绝 不是 巩固 的 ， 更 不会 发扬 战士 的 自动性 ， 从 战士 自己 的 觉悟 中 发生 出 无比 的 战斗 威力 ， 尤其 不能 在 任何 困难 环境 中 还 会 保持 一致 以 支持 艰苦 的 斗争,Deng1
政治 工作 ， 在 巩固 新 战士 与 提高 其 战斗力 上 ， 是 应该 而且 能够 发挥 其 极大 作用 的,Deng1
在 接收 新兵 的 时候 ， 必须 协同 征募 机关 ， 举行 隆重 的 慰劳 与 欢送 ； 在 开赴 前线 的 途中 ， 尽可能 组织 沿途 群众 的 欢迎 与 欢送 ； 并 在 接收 部队 举行 热烈 的 欢迎,Deng1
新 战士 到达 部队 之后 ， 应 首先 了解 征募 时 的 情形 ， 战士 的 情绪 ， 以及 可能 发生 的 问题 ， 针对 这些 ， 进行 及时 的 解释 ， 特别是 立即 加强 抗日 的 教育 ， 提高 新 战士 的 觉悟,Deng1
在 部队 中 ， 应 动员 老战士 ， 提倡 友爱 的 精神 ， 发动 老战士 帮助 新 战士 学习 军事 和 政治 ， 反对 老兵 欺侮 新兵 的 现象,Deng1
同时 ， 注意 新 战士 的 伙食 及 衣物 的 供给 ， 尽可能 减少 新 战士 的 困难 与 苦痛 ， 使 新 战士 的 精神 感到 愉快,Deng1
这是 巩固 部队 的 重要 因素,Deng1
提倡 合理 的 统御 ， 采取 更 多 的 教育 说服 方式 ， 推动 新 战士 自觉 地 遵守 纪律 ， 努力 学习,Deng1
提倡 战士 写信 回家 ， 告诉 自己 在 部队 的 愉快 生活 ， 宣传 家属 抗日 救国,Deng1
允许 战士 家属 到 营地 看望 ， 并 给 家属 以 很 好的 安慰 和 招待,Deng1
做好 这些 工作 ， 不仅 可以 补足 动员 时 的 弱点 ， 且 可 生长 将来 动员 的 新 的 力量,Deng1
我们 希望 做 政治 工作 的 同志 ， 能 以 最大 的 努力 去 进行 ， 我们 还 希望 军事 长官 也 能 给 政治 工作 以 赞助,Deng1
新兵 动员 方式 的 改善 ， 与 部队 政治 工作 的 加强 ， 将 配合 着 战略 战术 的 进步 ， 锻炼 出 最大 数量 的 有 优良 技术 的 有 最高 战斗 力量 的 国防 军队 ， 最后 战胜 日本 帝国主义,Deng1
002.党 与 抗日 民主政权,Deng1
（ 一九四一年四月十五日 ）,Deng1
三三制 政权 的 实质 是 民主 三三制 的 抗日 民主政权 原则 ， 为 我 党中央 所 提出 的 真实 政策 ， 已 取得 广大群众 的 拥护 ， 尤 应 为 全党 同志 所 奉行,Deng1
因为 这种 政权 表现 为 几个 革命阶级 对 汉奸 、 亲日派 、 反动派 的 联合 专政 ， 既 能 合乎 统一战线 原则 ， 团结 大多数 以 与 日寇 、 汉奸 、 亲日派 、 反动派 进行 斗争 ， 又 能 保证 由 共产党员 与 进步 势力 结合 起来 的 优势 ， 所以 这 不仅 是 今天 敌后 抗战 的 最好 政权 形式 ， 而且 是 将来 新民主主义共和国 所 应 采取 的 政权 形式,Deng1
三三制 政权 具体 的 内容 是 什么 呢,Deng1
第一 ， 在 组织形式 上 ， 无论 行政 机关 或 民意机关 ， 共产党员 只 占 三分之一 或 少于 三分之一 ， 进步 势力 占 三分之一 ， 中间 势力 占 三分之一,Deng1
在 民意机关 中 ， 还 可 吸收 少数 右派 分子 参加,Deng1
同时 因为 村 是 政权 的 基础 ， 村长 一级 的 共产党员 ， 可以 多于 三分之一 ， 但 必须 以 村 代表会 、 村 工作人员 中 党员 少于 三分之一 的 比例 ， 以为 调剂,Deng1
第二 ， 在 政策 性质 上 ， 必须 照顾 一切 抗日阶级 和 阶层 的 利益 ， 即 照顾 这 一 阶级 ， 还要 照顾 那 一 阶级 ， 必须 放 在 争取 多数 ， 反对 少数 的 基础 上,Deng1
对 各个 抗日 党派 都 要 保障 其 合法 存在 的 自由 权利,Deng1
第三 ， 既是 几个 革命阶级 的 联合 专政 ， 既是 在 政权 中 有 各个 抗日阶级抗日党派 的 代表 参加 ， 就 必然 在 政权 中 反映 出 不同 的 利益 、 不同 的 政治 立场 、 不同 党派阶级 的 民主政治 的 斗争,Deng1
我们 不但 不 惧怕 这种 民主政治 斗争 ， 而且 要 发展 这样 的 民主政治 斗争 ， 因为 它 对于 我们 是 有利 无害 的,Deng1
第四 ， 既是 几个 革命阶级 的 联合 专政 ， 就 必然 产生 政权 中 的 优势 问题,Deng1
我党 必须 要 掌握 这种 优势 ， 所以 产生 了 我党 对 政权 的 领导 问题,Deng1
优势 从 何 而 得,Deng1
一方面 从 组织 成分 上去 取得 ， 这 在 三三制 原则 本身 是 包含 着 的 ； 但 更 基本 的 是 从 民主政治 斗争 中 去 取得 ， 即 是 说 ， 主要 从 依靠 于 我党 主张 的 正确 ， 能 为 广大群众 所 接受 、 所 拥护 、 所 信赖 的 政治 声望 中 去 取得,Deng1
确切 地 说 ， 党 的 优势 不仅 在于 政权 中 的 适当 数量 ， 主要 在于 群众 的 拥护,Deng1
民主政治 斗争 可以 使 党 的 主张 更加 接近 群众 ， 可以 使 群众 从 自己 的 政治 经验 中 更加 信仰 我党,Deng1
所以 ， 只有 民主政治 斗争 ， 才能 使 我党 取得 真正 的 优势,Deng1
由此可见 ， 三三制 政权 的 实质 是 民主 问题,Deng1
党 在 领导 政权 工作 时 ， 必须 贯彻 民主 的 精神,Deng1
否则 ， 即使 你 努力 保证 了 党员 不 超过 三分之一 ， 也 还是 表现 着 对 三三制 的 怠工,Deng1
二,Deng1
"反对"" 以 党 治国 "" 的 观念 假如 说 中国 是 一个半 封建 的 缺乏 民主 的 国家 ， 则 反映 到 党内 的 是 ： 共产党员 一般 缺乏 民主 的 习惯 ， 缺乏 民主政治 斗争 的 常识 与 锻炼",Deng1
假如 说 西欧 共产党 带有 若干 社会民主党 的 不良 传统 ， 则 中国 党 或多或少 带有 一些 国民党 的 不良 传统,Deng1
"某些 同志 的 "" 以 党 治国 "" 的 观念 ， 就是 国民党 恶劣 传统 反映 到 我们 党内 的 具体 表现",Deng1
"党 提出 三三制 的 政策 之后 ， 在 我们 晋冀豫 区 ， 曾 遭受 到 党内 一部分 人 的 抵抗 ， 这 也是 忽视 民主 和 "" 以 党 治国 "" 的 观念 在 作怪",Deng1
最近 虽 有 不少 转变 ， 但 彻底 纠正 这种 错误 观念 ， 还 需要 一个 教育 与 斗争 的 过程,Deng1
"几年 来 ， "" 以 党 治国 "" 的 思想 曾经 统治 了 某些 区域 ， 甚至 有些 区域 的 领导 同志 还 长期 存在 着 这种 顽固 的 思想",Deng1
它 所 造成 的 恶果 也 不 小 ， 主要 表现 为 ： 第一 ， 这些 同志 误解 了 党 的 优势 ， 以为 党员 包办 就是 绝对 优势 ， 不 了解 真正 的 优势 要 表现 在 群众 拥护 上,Deng1
把 优势 建筑 在 权力 上 是 靠不住 的,Deng1
""" 一二九""北平学生运动 时 ， 宋哲元 用 了 自己 的 权力 ------军队 、 监狱 、 警察 、 大刀 、 水龙 去 对付 革命 的 学生 ， 试问 我们 能 说 当时 的 优势 是 在 宋哲元 手上 吗",Deng1
这 当然 是 说 不通 的,Deng1
过去 我们 有些 高唱 优势 的 同志 ， 认为 共产党员 占 多数 了 ， 天下 是 我们 的 了 ， 因而 可以 为 所 欲 为了 ， 于是 许多 过 左 的 错误 由 之 而 生 ， 中间 分子 对 我 不满 ， 进步 分子 非常 不安,Deng1
"第二 ， 这些 同志 误解 了 党 的 领导 ， 把 党 的 领导 解释 为 ""党权 高于 一切 "" ， 遇事 干涉 政府 工作 ， 随便 改变 上级 政府 法令 ； 不 经过 行政 手续 ， 随便 调动 在 政权 中 工作 的 干部 ； 有些 地方 没有 党 的 通知 ， 政府 法令 行不通 ， 形成 政权 系统 中 的 混乱 现象",Deng1
"甚 有 把 ""党权 高于 一切 "" 发展 成为 "" 党员 高于 一切 ""者 ， 党员 可以 为非作歹 ， 党员 犯法 可以 宽恕",Deng1
其 结果 怎样 呢,Deng1
"结果 非 党 干部 称 党 为 "" 最高 当局 "" （ 这是 最 严酷 的 讽刺 ， 不幸 竟 有人 闻 之 沾沾自喜",Deng1
） ， 有的 消极 不敢 讲话 ， 有的 脱离 我们 以至 反对 我们 ， 进步 分子 则 反 为 我 忧虑,Deng1
结果 群众 认为 政府 是 不 中用 的 ， 一切 要 决定 于 共产党,Deng1
于是 要 钱 的 是 共产党 ， 要 粮 的 是 共产党 ， 政府 一切 法令 都是 共产党 的 法令 ， 政府 一切 错误 都是 共产党 的 错误 ， 政府 没有 威信 ， 党 也 脱离 了 群众,Deng1
这 实在 是 最大 的 蠢笨,Deng1
结果 党 的 各级 指导 机关 日趋 麻木 ， 不 细心 地 去 研究 政策 ， 忙于 事务 上 的 干涉 政权 ， 放松 了 政治 领导,Deng1
"结果 党员 "" 因 党 而 骄"" ， 在 政权 中 工作 的 党员 自高自大 ， 盛气凌人 ， 自以为是 ， 看不起 非 党员 ， 自己 可以 不 守法 ， 不 遵守 政权 的 纪律 和 秩序",Deng1
甚 有 少数 党员 自成一帮 ， 消极怠工 ， 贪污腐化 ， 互相 包庇,Deng1
于是 投机 分子 混入 党内 ， 从 各 方面 来 破坏 党,Deng1
几年 来 ， 我们 在 这 方面 是 吃 了 不少 亏 的,Deng1
第三 ， 这些 同志 尚 简单 避 复杂 ， 主要 是 他们 自己 不 相信 自己 的 主张 正确 ， 怕 见 人 ， 怕 通 不过 ， 以为 一切 问题 只要 党员 占 多数 ， 一举 手 万事 皆 迎刃而解,Deng1
殊不知 这是 麻痹党腐化党 的 使 党 脱离 群众 的 最好 办法,Deng1
首先 是 关 起 门 来 决定 复杂 的 政策 问题 ， 必然 发生 错误 ； 其次 是 把 非 党 干部 、 把 群众 看成 任 人 摆弄 的 傀儡 ， 必然 脱离 群众 ， 引起 群众 的 反对 ； 再次 是 党 和 党员 都会 因此 麻痹 ， 失掉 对于 新 事物 的 知觉 ， 而 逐渐 腐朽,Deng1
民主政治 的 好处 ， 正 在于 它 能够 及时 反映 各 阶级 各 方面 的 意见 ， 使 我们 能够 正确 地 细心 地 去 考虑 问题 决定 问题 ； 它 能够 使 我们 从 群众 的 表现 中 去 测验 我党 的 政策 是否 正确 ， 是否 为 群众 所 了解 所 拥护 ； 它 能够 使 我们 对 事物 感觉 灵敏 ， 随时 具有 高度 的 警惕性 ； 它 能够 使 我们 党 得到 群众 的 监督 ， 克服 党员 堕落 腐化 的 危险 ， 及时 发现 投机 分子 以及 破坏 分子 而 清洗 出 党 ； 它 能 在 民主政治 斗争 中 提高 党员 的 斗争 能力 ， 使 党 更加 接近 群众 ， 锻炼 党 使 党 成为 群众 的 党,Deng1
"总之 ， "" 以 党 治国 "" 的 国民党 遗毒 ， 是 麻痹党 、 腐化党 、 破坏 党 、 使 党 脱离 群众 的 最 有效 的 办法",Deng1
我们 反对 国民党 以 党 治国 的 一 党 专政 ， 我们 尤 要 反对 国民党 的 遗毒 传播 到 我们 党内 来,Deng1
三,Deng1
党 对 政权 是 采取 指导 与 监督 政策 然 则 党 对 抗日 民主政权 的 正确 领导 原则 是 什么 呢,Deng1
是 指导 与 监督 政策,Deng1
这就是说 ， 党 对 政权 要 实现 指导 的 责任 ， 使 党 的 主张 能够 经过 政权 去 实行 ， 党 对 政权 要 实现 监督 的 责任 ， 使 政权 真正 合乎 抗日 的 民主 的 统一战线 的 原则,Deng1
党 的 领导 责任 是 放 在 政治 原则上 ， 而 不是 包办 ， 不是 遇事 干涉 ， 不是 党权 高于 一切,Deng1
"这是 与 "" 以 党 治国 "" 完全 相反 的 政策",Deng1
指导 与 监督 政策 的 具体 运用 是 :,Deng1
第一 ， 党 要 细心 地 研究 政策 ， 正确 地 决定 政策 ， 并 经过 行政 机关 或 民意机关 中 的 党团 ， 使 党 决定 的 政策 成为 政府 的 法令 和 施政 方针,Deng1
党 的 指导 机关 只有 命令 政府 中 党团 和 党员 的 权力 ， 只有 于 必要 时 用 党 的 名义 向 政府 提出 建议 的 权力 ， 绝对 没有 命令 政府 的 权力,Deng1
第二 ， 今天 在 华北 的 抗日 民主政权 中 ， 基本上 保证 了 党 的 领导 与 优势 ， 党 的 政策 一般 能够 保证 贯彻 于 政府 的 法令 中 ， 这个 特点 ， 必须 认识,Deng1
因此 各级 党部 必须 研究 上级 政府 ， 特别是 一个 战略区 的 高级 政府 （ 如 本区 的 联办 ） 的 法令 指示 ， 并 根据 这些 法令 指示 去 指导 同级 政府 党团 的 工作,Deng1
党 的 责任 是 研究 上级 政令 运用 于 本区 本县 的 具体 步骤 和 方式 方法 ， 及时 检查 执行 程度 ， 以 保证 上级 政令 之 实现,Deng1
所以 党 的 各级 委员会 应 把 政府 的 领导 ， 放 在 自己 经常 的 议事日程 中,Deng1
如果 发现 上级 政令 有 不 妥处 ， 或 有 不适 于 本区 本县 之 处 ， 也 只能 经过 党团 提到 政府 讨论 ， 由 政府 向 上级 呈报 理由 ， 党 也 应该 把 这些 问题 迅速 反映 到 上级 党部 ， 设法 改正,Deng1
但 党 没有 任何 权力 去 命令 政权 工作 同志 不 执行 上级 政令 ， 或者 自己 来 一套,Deng1
过去 某些 地区 ， 政府 法令 没有 党 的 同等 内容 的 通知 ， 等于 具文 ； 某些 党 的 领导 同志 根本 不 愿意 研究 上级 政府 的 法令 指示 ， 甚至 把 上级 政令 故意 置之高阁 ， 单 凭 自己 的 聪明 去 指导 同级 政府 工作 ， 这 等于 胡行乱为,Deng1
这 等于 叫 政权 工作 同志 犯法,Deng1
必须 切实 纠正,Deng1
上级 政令 中 既然 贯彻 了 党 的 政策 ， 所以 研究 政府 法令 就是 研究 党 的 具体 政策 ， 不 应该 再 等待 上级 党部 的 指示,Deng1
不 研究 抗日 民主政权 的 法令 指示 ， 就 没有 资格 去 指导 同级 政权,Deng1
第三 ， 党 要 切实 保证 三三制,Deng1
在 各级 参议会 、 行政委员会 的 选举 中 ， 在 各级 政府 行政 人员 的 配备 选拔 中 ， 必须 切实 经过 党 的 指导 作用 ， 以 保证 三三制 的 比例,Deng1
自流主义 的 选举 ， 无 计划 的 选拔 ， 都 不能 得到 应有 的 成果,Deng1
在 村 选 及 区级 干部 配备 中 ， 尤 须 注意 及 此 ， 且 应 切实 保证 村 区长 的 人选 ， 掌握 在 党员 和 进步 分子 （ 也 可 吸收 一部分 有 正义 感且 能 执行 上级 政府 法令 的 中间 分子 ） 手中,Deng1
第四 ， 既然 三三制 的 实质 是 民主 问题 ， 党 要 教育 与 责成 政权 中 的 党团 和 共产党员 ， 首先 自己 具有 充分 的 民主 精神 ， 高度 的 革命 热情 ， 和蔼 的 态度 ， 积极 的 工作 ， 刻苦 的 作风 ， 和 政治家 的 风度,Deng1
"他们 在 政权 工作 中 ， 要 能够 坚持 党 的 政治 立场 ， 要 能够 团结 非 党 干部 ， 要 能够 以 自己 的 模范 作用 去 影响 非 党 干部 积极 负责 地 工作 ， 反对 "" 因 党 而 骄""",Deng1
党 要 实现 对 政权 指导 与 监督 的 作用 ， 首先 就要 从 切实 指导 与 监督 自己 的 党团 和 党员 做 起,Deng1
第五 ， 既然 三三制 政权 是 几个 革命阶级 的 专政 ， 有 各 抗日阶级抗日党派 的 代表 参加 ， 就 必然 有 各个 不同 的 政见 不同 的 立场 ， 也 就 必然 有 政治 上 的 争论,Deng1
只要 是 真正 地 发展 民主 ， 民主政治 斗争 也 必将 大大 地 开展 起来,Deng1
民主政治 斗争 之 开展 ， 正是 好 现象 ， 因为 它 可以 真正 表露 各 阶级 的 意见 和 要求 ， 也 可以 暴露 某些 党派 的 实质 ， 使 群众 认清 其 面貌,Deng1
我们 共产党 是 不怕 民主政治 斗争 的 ， 因为 我党 的 主张 是 正确 的 ， 只有 那种 不 相信 党 的 主张 正确 的 右倾机会主义 者 ， 只有 那种 投机 分子 、 官僚腐化分子 、 贪污 分子 ， 才 惧怕 民主政治 斗争 ， 惧怕 把 党 的 面貌 放 在 群众 面前,Deng1
所以 ， 党 要 有意识 地 去 发展 民主政治 的 斗争 ， 首先 要 纠正 某些 同志 中 的 武断 不 民主 的 错误 ， 要 使 非 党 干部 敢于 讲话 ， 讲 所 欲 讲 ， 敢于 工作 ， 不对 我 疑惧,Deng1
做到 这 一 步 ， 那 不仅 民主政治 开展 有 了 内容 ， 而且 政府 威信 和 工作效率 都会 大大 提高 起来,Deng1
第六 ， 党 要 教育 党员 和 群众 ， 以 正确 的 态度 去 对待 政权 ， 使 大家 懂得 ， 今天 的 抗日 民主政权 不同 于 过去 地主 资产阶级 专政 的 政权 ， 全体 人民 对于 抗日 民主政权 都 应 采取 绝对 拥护 的 态度,Deng1
在 人民 中 ， 要 养成 遵守 抗日 民主政权 法令 的 习惯,Deng1
在 政权 中 工作 的 同志 ， 要 遵守 政权 的 纪律 和 秩序 ， 反对 混乱 现象 ， 反对 不 尊重 上级 政权 的 行为,Deng1
地方 党 、 群众 团体 和 军队 的 责任 ， 是 要 扶植 与 帮助 提高 政权 的 威信 ， 党 和 群众 团体 绝对 没有 捕人 杀人 等 权力 ， 不能 对 政府 采取 干涉 的 行为 ， 军队 不许 把 政府 当作 支差 机关,Deng1
也 有 这样 的 情形 ， 个别 地区 的 某些 政府 ， 不能 保证 接受 党 的 领导 ， 制定 一些 错误 的 法令 ， 做 一些 违反 人民 利益 违背 统战 原则 的 事情,Deng1
现在 有些 区 村 政权 就是 这样,Deng1
在 实行 民选 之后 ， 这种 现象 还有 可能 发生,Deng1
在 这样 情形 下 ， 我们 的 态度 应该 是 拥护 而 不是 反对 这个 抗日 民主政权 ， 但是 反对 它 的 某 一 项 错误 的 法令 ， 反对 某 一个 坏 的 行政 人员,Deng1
而且 解决 这样 问题 的 办法 也 要 适当,Deng1
