sentence,doc
"同时，对已确定的援助项目和外商有投资意向的项目，要加快科学论证,搞好协调服务,提高办事效率，力求搞一个成一个,以树立良好信誉，为今后进一步扩大对外开放创造条件",Hu1
"实行全方位开放,当前主要还是向国内、省内开放",Hu1
"要充分利用已经制定的优惠政策,充分利用地区优势资源,充分利用已有资金作导向，大力发展多层次横向经济联合，特别是发展和沿海地区大跨度的横向经济联合",Hu1
五、发扬艰苦奋斗、扎实苦干精神,Hu1
"随着试验区工作逐步展开和生产力发展，贫困人口温饱问题会基本解决，广大群众生活也会进一步改善,这是毫无疑问的",Hu1
"但是,必须向广大干部群众讲清楚，我们是在全国最贫困的地区搞试验,是在进行开发扶贫试验，决不能期望像沿海发达地区那样，经过不太长时间就能使大家都富裕起来",Hu1
"各级干部特别是领导干部要树立长期艰苦奋斗的思想,带领群众谱写毕节地区艰苦创业的历史",Hu1
要集中更多资金用于开发扶贫、生态建设，用于包括电力、交通在内的基础设施建设,Hu1
"对楼堂馆所建设,一定要按照规定严格管理",Hu1
各项管理权限下放以后，地、县权力大了，但责任也重了,Hu1
"一定要坚持科学决策、民主决策,完善必要的议事程序,坚决防止盲目决策、瞎指挥,防止乱铺摊子，防止铺张浪费",Hu1
要鼓实劲、办实事、讲实效，体现试验区工作效率和作风,Hu1
要少说多做，说了就做，做就做好，不搞花架子，不做表面文章，不图虚名,Hu1
"要勇于探索、奋力进取、知难而进、坚韧不拔,不要遇到一点风吹草动就犹豫迟疑,发生动摇",Hu1
"关于贵州发展和改革（一九八八年八月二十二日）关于经济发展目标和方针今后五年内，我们要围绕组织全省第二个经济翻番，以改革总揽全局，加快资源开发步伐，加快支柱产业形成，加快基础设施建设，努力完成国民经济计划，基本解决贫困农户温饱问题,为全省人民逐步走向小康打下坚实基础",Hu1
"遵循中央确定的""注重效益、提高质量、协调发展、稳定增长""战略⑴，结合我省实际，要贯彻以下方针",Hu1
第一，切实加强农业建设，大力发展农村商品经济,Hu1
"我省农业基础薄弱，加强农业建设是长期的带有特殊艰巨性的任务,必须高度重视，放到极端重要的位置上",Hu1
要坚持一靠政策、二靠科学，不断深化改革，增加投入，促进农业发展,Hu1
"粮食问题是制约贵州经济发展的一个突出问题,随着人口增加、人均耕地面积减少，粮食短缺矛盾将更加尖锐，对此*这是胡锦涛同志在中国共产党贵州省第六次代表大会上的报告《进一步解放思想，加快改革开放步伐，迎接贵州九十年代的新发展》的一部分",Hu1
决不能掉以轻心,Hu1
解决这个问题，首先要在增加生产上下功夫,Hu1
"要切实加强土地管理，保护耕地，培肥地力，稳定播种面积,实行集约经营，努力提高单产",Hu1
继续改革耕作制度和耕作技术，加速适用农业科技成果推广应用，争取大面积开花结果,Hu1
"努力改善农业生产条件，实行国家、集体、个人投入相结合,生物措施和工程措施相结合，大力搞好水利建设，改造中低产田土，建设一批高产稳产基本农田",Hu1
重视并提倡施用有机肥,Hu1
切实加强化肥、农药、塑料薄膜、农机等支农工业，增加农用物资生产和供应，改进农业生产支援和服务工作,Hu1
继续大力发展多种经营，特别是要把开发非耕地资源放到重要位置,Hu1
"充分运用农业区划成果，因地制宜、发挥优势,统一规划、分步实施，承包经营、注重效益,发展农林牧副渔相结合的多模式开发性农业",Hu1
要发展庭院经济,Hu1
林业生产要坚持营护并重、采育结合、综合加工、永续利用，使用材林、经济林、薪炭林、水土保持林协调发展，发挥综合效益,Hu1
"发展畜牧业要坚持猪牛并重，大力发展羊禽杂，开发草山草坡,重视草场建设，抓好品种改良和疫病防治，加强饲料生产和质量监测",Hu1
"广泛利用水面资源,发展水产业",Hu1
"要搞好商品基地建设,上批量、求效益,发展种、养、加、销相结合的农副产品加工业",Hu1
进一步推进乡镇企业发展，使乡镇企业成为繁荣农村经济的重要支柱,Hu1
"坚持户办、联户办、村办、乡办、区办""五轮齐转”，依托本地资源，适应市场需求,广开生产门路，抓住拳头产品，逐步发展多种类型的联合，带动千家万户",Hu1
继续鼓励城市企业和教学科研单位以及各方面力量以多种形式扶持和促进乡镇企业发展,Hu1
"要把乡镇企业发展作为整个国民经济协调发展的有机组成部分，积极帮助乡镇企业解决困难，提高经营管理水平和经济效益,推动农村非农产业发展",Hu1
第二，调整优化产业结构，培育支柱产业,Hu1
"调整优化产业结构，实现生产要素合理配置,是加快我省经济发展的一个关键问题",Hu1
必须以国内外市场为导向，立足本省资源，广泛培育各个生产领域里的生长点,Hu1
必须积极推广新技术、新材料和现代管理方法，大力改造传统产业，逐步提高现代产业比重,Hu1
"必须发挥现有物质技术力量作用，特别是进一步推进军民结合，发挥三线⑵企业、重点企业优势，合理调整生产力区域布局,把生产能力重新组合和增加新的生产力结合起来",Hu1
要制定正确的产业政策和技术政策，着力发展以下产业:继续积极发展名优酒、日用消费品等为主体的轻工业;大力发展包括汽车、日用机电、电子产品在内的机械电子工业;有步骤发展与能源相结合的磷、铝、铁合金等资源开发和加工工业;有选择培育以微电子技术和生物技术为主的高技术新兴产业,Hu1
"与此相适应，要加快以有色金属、钢铁、化工原料为重点的原材料工业发展,加快建材业和建筑业发展",Hu1
切实加强基础设施建设,Hu1
开辟多种集资引资渠道，实行水火并举、大中小并举的方针，加快以电力为中心的能源工业发展，尽快改变电力紧张状况,Hu1
"认真抓好现有铁路、公路、航道、机场改造,积极争取国家扶持增辟新线，修建新机场,加快以综合运输体系为主轴的交通事业发展",Hu1
"努力改变邮电通信设施落后状况,提高信息传播能力",Hu1
"各地都应当根据市场情况和资源特点确定重点产业，开发龙头产品,发挥本地优势，形成各具特色的产业系列，带动不同层次产业发展",Hu1
"第三,加快科学技术和教育事业发展,推进科研教学同经济建设结合",Hu1
进一步提高对科学技术是第一生产力的认识，贯彻经济建设必须依靠科学技术、科技工作必须面向经济建设的方针,Hu1
从实际出发加强科研工作，加强新技术开发，广泛推广应用科技成果，促进传统技术和工业改造，提高技术和管理水平,Hu1
"要进一步深化科技体制改革,把竞争机制引入科研机构,积极推行各种形式的承包经营责任制",Hu1
密切科研机构同企业的联系，发展多层次、多形式、多种所有制的科研生产联合,Hu1
"坚持放活科技人员的政策,发挥科普协会和专业学会作用，支持科技人员以各种形式参加发展经济活动",Hu1
"认真搞好人才开发和知识更新,进一步发挥各类人才作用",Hu1
"鼓励集体和个人创建各类民办科技实体,充分发挥农村科技示范户作用，切实保护其合法权益",Hu1
"加强统筹协调，认真组织实施""星火计划""⑶、""丰收计划""⑷、""燎原计划""⑸、""火炬计划""⑹",Hu1
进一步发展技术市场，推动科技成果商品化,Hu1
加强软科学研究,Hu1
"发挥我省科学技术基金作用,有重点地扶持基础研究工作",Hu1
坚持把发展教育事业放在突出的战略位置,Hu1
"随着经济发展,逐年增加对教育事业的投入，鼓励、支持社会力量和群众集资办学、捐资助学",Hu1
"深化教育体制改革，全面贯彻党的教育方针,改革教学思想、内容、方法，大面积提高教育质量",Hu1
实行地方统筹、分级管理，大力抓好基础教育，在普及初等教育的基础上，积极、有步骤推进九年义务教育,Hu1
"把发展职业技术教育作为一项战略措施抓紧抓好,加强在职教育和职前培训,培养适应经济社会发展需要的各种人才",Hu1
积极办好各类师范院校，切实加强师资队伍建设,Hu1
"高等、中等专业学校要根据需求，逐步调整专业设置、科类比例、层次结构，挖掘潜力，发展同企业的联系，推进教学和生产的结合,更好面向经济建设",Hu1
要努力改善教学条件，帮助广大教育工作者解决实际困难和问题,Hu1
提倡勤工俭学,Hu1
"第四,统筹规划、分类指导,促进地区协调发展",Hu1
"各地区生产力发展水平不同，发展路子也应有所不同,必须统筹规划、分类指导、突出重点、各展所长",Hu1
省里要注意抓好以水电开发为龙头的乌江流域综合开发等项目，加快全省资源开发步伐,Hu1
"要发挥城市中心作用，逐步理顺各方面关系，扩大中心城市权力，完善功能,提高自我积累和发展能力",Hu1
要加快城市建设步伐，密切城市同周围各县的联系，逐步建立适应商品经济发展的城镇网络,Hu1
积极创造条件，支持基础较好的地方尽量发展得快一些，达到更高发展目标,Hu1
进一步为贫困地区发展创造良好环境,Hu1
凡是有利于贫困地区经济社会发展的政策措施，都应当允许采用和试验,Hu1
要改进扶贫工作，把重点放在支持和帮助贫困地区办好一批能够带动千家万户的项目上，在开发和发展商品经济中逐步摆脱贫困,Hu1
继续加强对贫困地区的技术支持，鼓励各类科研单位和科技人员到贫困地区开展技术培训和咨询,Hu1
"提倡和鼓励先进地区及企业到贫困地区建项目、办企业、搞开发,贫困地区应当欢迎并提供优惠,主动发展对外联合和协作",Hu1
重视贫困地区交通、能源、市场等建设，为进一步发展打下良好基础,Hu1
要制定有利于县级经济发展的政策，进一步完善县级财政体制，切实搞活县级经济,Hu1
各县要从实际出发，积极探索加快发展新路子,Hu1
创造条件尽快把乡级财政普遍建立起来，激发乡的活力,Hu1
第五，进一步扩大开放，积极发展对外经济技术交流合作,Hu1
"加快经济发展，必须因地制宜,进一步扩大两个开放，即对外开放和对内开放;面向两个市场，即国内市场和国际市场;抓好两个输出，即商品输出和劳务输出",Hu1
"积极发展和加强同沿海地区及其他省区的横向联合和协作，引进技术、资金、管理经验，提高我们的技术和管理水平,创名牌、上批量，努力扩大贵州产品市场覆盖面",Hu1
充分发挥我省能源和原材料工业优势，完善政策，狠抓落实，吸引沿海地区联合开发，加快能源和原材料基地建设,Hu1
"搞活省内劳务市场,逐步扩大劳务输出",Hu1
支持各地放手发展地区、企业的经济技术交流合作，不搞地区封锁,Hu1
"积极开拓国际市场，以企业开放为先导、优势产品为拳头，培养发展外向型经济生长点,大力扶持和发展不同类型、不同所有制形式的外向型企业",Hu1
"抓好出口商品生产和基地建设，调整出口商品结构,增加创汇能力",Hu1
要加快和深化外贸体制改革，把外贸承包经营责任制切实落实到企业,Hu1
逐步下放出口经营权，把一批有条件的生产企业直接推向国际市场,Hu1
"要完善投资政策,改善投资环境，广开引进外资渠道，增强吸引外资能力，认真抓好项目前期准备工作,加快发展""三资”企业⑺步伐",Hu1
"第六,坚定不移搞好计划生育工作",Hu1
实行计划生育、控制人口增长，在我省具有特殊重要的意义，丝毫不能放松,Hu1
"必须严格执行《贵州省计划生育试行条例》,进一步加强计划生育工作,从严从紧控制人口增长，实行优生优育，提高人口质量",Hu1
重点抓好农村和城市流动人口计划生育工作,Hu1
树立人均观念，增强群众实行计划生育自觉性,Hu1
"发展医疗卫生保健事业,提高人民健康水平",Hu1
"第七,在发展中保护和建设生态环境",Hu1
"扭转生态环境恶化状况,在我省具有重大战略意义",Hu1
"要针对存在的主要问题，贯彻长短结合、重在治本的方针，制止乱砍滥伐和陡坡开荒，搞好小流域综合治理，巩固并逐步增加绿色植被，制止水土流失进一步扩大,进而争取生态环境转向改善",Hu1
"坚持开发与治理并重，经济、社会、环境效益相结合，从现阶段实际出发，在推进经济建设的同时，注意保护和利用各种自然资源,加强对环境污染的预防和综合治理",Hu1
"关于加快和深化经济体制改革当前和今后一个时期，全省经济体制改革的主要任务是:按照中央总部署,深化农村改革；围绕提高经济效益,深化企业经营机制改革，继续完善企业承包经营责任制，逐步优化企业组织结构,积极推行股份制；积极稳妥推进价格、工资改革；相应进行流通、财政、金融、投资以及其他方面综合配套改革；加快城乡市场体系建立和培育,改善商品生产环境,促进多种经济成分共同发展，逐步确立新经济体制的主导地位",Hu1
第一，深化农村改革,Hu1
"围绕农村市场建立和培育,改革农副产品购销体制,逐步调整和理顺农副产品价格体系,充分调动广大农民发展农业特别是粮食生产积极性",Hu1
"农副产品逐步放开由市场调节以后，要运用合同收购、实行最低保护价、建立主要农副产品发展基金和风险保障基金等措施,指导和帮助农民发展生产，保护农民利益",Hu1
"继续完善联产承包责任制,进一步发挥家庭经营潜力,扩展承包经营领域",Hu1
逐步完善土地政策，坚持公有制，搞活使用权，调动农民对土地投入的积极性,Hu1
"要采取联合经营、转包等办法促使土地合理集中,在有条件的地方逐步形成适度规模经营",Hu1
加快建立健全由多种经济成分组成的农村社会化服务体系,Hu1
"充分发挥供销社、农推站、农村金融组织作用，扶持、引导、鼓励、促进各种为产前、产中、产后服务的农民经济组织发展，大力发展个体运销户,建立产供销结合的多类型经济联合体，把家庭生产和市场有机联系起来,改变生产经营每个环节都要农户自己完成的状况",Hu1
"同时,逐步实现服务劳动商品化",Hu1
"第二,进一步搞活全民所有制企业，大力提高经济效益",Hu1
"提高经济效益特别是工业企业经济效益,是增强我省经济实力、保证改革顺利进行的根本途径",Hu1
"为此,必须认真贯彻企业法和有关企业承包的法规条例,充分发挥竞争机制作用，继续落实和完善承包经营责任制,使企业能够真正自主经营、自负盈亏",Hu1
要注意把承包发包双方的责权利，以契约形式确定下来,Hu1
企业承包以后，要把改革重点转向内部,Hu1
层层引入竞争机制，严格管理，完善厂内经济核算，降低物耗、能耗，提高劳动生产率,Hu1
改革劳动用工制度，推行劳动优化组合，搞好岗位定员定额，实行合同用工,Hu1
要继续推行工资总额和经济效益挂钩，实行定额、计件等工资制度,Hu1
"鼓励企业积极实行""一厂两制""或""一厂多制”，采取灵活多样的方式经营",Hu1
推行多形式、多层次的股份制，发展全民所有制和集体所有制联合建立的公有制企业以及地区、部门、企业、个人互相参股的多种所有制联合的股份制企业,Hu1
"认真做好把企业承包中形成的资金划分为国家资金和企业资金的改革试点工作,解决企业参股和实行""一厂两制”、""一厂多制""的资金来源,并调动企业积累的积极性，促使投资主体逐步由国家转向企业",Hu1
继续发展企业横向联合,Hu1
从实际出发，以名优产品和大中型骨干企业为龙头，组建城乡结合、大中小企业结合、农工商联合的新型企业集团,Hu1
"要打破部门、行业、地区、所有制界限,本着双方自愿、等价交换的原则，实行企业产权有条件的有偿转让，使闲置或利用率不高的资产得到充分利用,并促使企业兼并机制逐步形成",Hu1
"第三,促进多种经济成分共同发展繁荣",Hu1
在公有制为主体的前提下放手发展多种所有制经济，当前特别是要下大力促进集体、个体、私营、合作经济以及股份制经济发展，逐步提高它们在所有制结构中的比重,Hu1
在不同经济领域、不同地区，允许各种经济成分比重有所不同,Hu1
要采取多种办法、开辟多条渠道增加对集体经济和其他经济成分的投入,Hu1
"各级财政有偿用于企业技术改造的资金,要打破所有制界限，根据产品市场状况以及企业经济效益择优投入",Hu1
新上项目凡适合集体办的都应办成集体性质,Hu1
对经营不善的国营小企业可以公开拍卖,Hu1
"集体所有制企业也要从实际出发，采取多种形式,积极推行承包经营责任制",Hu1
放手发展城乡个体经济和私营经济，放宽私人企业生产经营范围，鼓励私人投资者将个人所得投入再生产，同时加强引导、监督、管理,Hu1
第四，建立和培育适应生产发展的市场体系,Hu1
"按照中央部署和要求，紧密联系我省实际，在改革农副产品购销体制的同时,继续改革生产资料流通体制，方向是开放,形成市场调节的机制，最终取消""双轨制""",Hu1
进一步打破地区封锁，促进地区间共同市场的形成,Hu1
"切实解决流通领域中间环节过多问题,尽可能促进产销直接见面",Hu1
"建立和培育市场体系，分阶段进行外贸、物资、投资等方面配套改革,加快住房制度改革，建立房地产市场，发展城乡消费品市场、生产资料市场、生产要素市场，搞好农村集镇建设，增加商品集散网点,以流通促进生产发展和效益提高",Hu1
"加快金融体制改革，建立开放的资金市场,用好用活有限资金",Hu1
"要在充分发挥专业银行作用的同时，积极发展和活跃地方金融组织，放手发展城镇信用社和农村金融组织,开放农村金融市场,集聚民间资金，支持集体、个体经济和农村商品经济发展",Hu1
巩固和发展多种类型的地方性非银行信用机构，用活地方积累资金和大中型企业的生产资金,Hu1
要积极探索解决企业资金不足的其他办法，鼓励有条件的企业发行股票、债券筹措资金,Hu1
"银行要适应经济建设需要,采取多种融资形式,开辟多条融资渠道，运用多种信用工具，发展和完善短期、中长期资金市场和外汇调剂市场",Hu1
第五，积极稳妥进行价格改革,Hu1
深化各个领域经济改革，都提出了按价值规律办事的要求，价格改革已经势在必行,Hu1
"今后五年,必须根据中央部署,结合我省实际改革价格管理体制，理顺不合理的价格关系，着重解决好农副产品、矿产品和一部分原材料价格长期偏低问题，促进产业结构和产品结构合理化，把改革推向前进",Hu1
在价格改革中，物价总水平有所上升是不可避免的,Hu1
"为了保证绝大多数人民群众实际收入不下降，必须把物价改革同工资改革结合起来进行,在理顺物价的同时逐步解决好工资问题",Hu1
"切实加强物价管理和监督,制止乱涨价,对严重违反物价政策和物价管理办法的要依法制裁",Hu1
还要进行正确宣传引导，提高群众对物价变动的心理承受能力,Hu1
第六，大胆进行改革试验和探索,Hu1
建立改革试验区，探索适合贵州特点的改革发展道路，是全省经济体制改革的一项重要内容,Hu1
要在深入调查研究的基础上，科学制定试验区各项改革方案,Hu1
经过批准，可以突破某些现行政策,Hu1
在试验中要及时总结经验，积极推广行之有效的措施,Hu1
"对试验区工作，总体上要加强指导，具体实践活动要放手,有关部门要积极参加、大力支持",Hu1
综合改革试点城市和试点县要继续深化改革，不断取得新进展新突破,Hu1
注释〔1〕这一战略，是中国共产党第十三次全国代表大会明确提出的,Hu1
"〔2〕三线,指三线地区",Hu1
"二十世纪六十年代初期，中共中央和毛泽东提出从战备需要出发，根据战略位置的不同,将我国各地区分为一、二、三线",Hu1
三线地区泛指全国的战略大后方,Hu1
"〔3〕""星火计划""，是由国家科学技术委员会（一九九八年更名为科学技术部）一九八六年组织实施的一项旨在依靠科技进步和科学技术普及振兴农村经济、带动农民致富的科技计划",Hu1
"〔4〕""丰收计划""，是由农牧渔业部（一九八八年更名为农业部）和财政部一九八七年共同组织实施的一项旨在通过加快农牧渔业科研成果和先进技术的普及推广促进农牧渔业丰收的综合性计划",Hu1
[5〕“燎原计划''，是由国家教育委员会（一九九八年更名为教育部）一九八八年组织实施的一项旨在通过改革发展农村教育促进农村经济发展和社会进步的教育计划,Hu1
"〔6〕“火炬计划""，是由国家科学技术委员会（一九九八年更名为科学技术部）一九八八年组织实施的一项旨在促进我国高新技术成果商品化、产业化和国际化的科技计划",Hu1
"〔7〕""三资""企业,指中外合资企业、中外合作经营企业和外商独资企业",Hu1
继往开来，团结奋斗，振兴西藏（一九八九年四月二十日）民主改革是西藏社会发展史上一场深刻革命,Hu1
"这场革命废除了政教合一的封建农奴制度,使西藏各族人民翻身解放,走上了社会主义康庄大道,为西藏繁荣进步开拓了广阔前景",Hu1
"在庆祝西藏实行民主改革三十周年的时候，我们深切怀念为解放西藏、平息叛乱、民主改革和在保卫边疆、建设社会主义新西藏的伟大事业中,英勇献身的各族干部、群众、爱国人士和光荣牺牲的革命烈士",Hu1
他们的业绩将永远铭记在西藏各族人民心中,Hu1
在庆祝西藏实行民主改革三十周年的时候，我们向全区各族人民、各界人士和为西藏人民服务的各族干部、职工、知识分子表示亲切的问候,Hu1
向中国人民解放军驻藏部队、武警西藏总队全体指战员表示亲切的慰问,Hu1
向为西藏革命、建设作出卓越贡献的离退休干部、职工表示亲切的问候并致以崇高的敬意,Hu1
在庆祝西藏实行民主改革三十周年的时候，我们回顾过*这是胡锦涛同志在庆祝西藏实行民主改革三十周年报告会上的讲话,Hu1
胡锦涛同志当时任中共西藏自治区委员会书记,Hu1
"去、展望未来,对新西藏美好的明天充满了信心",Hu1
我们要在三十年革命、建设的基础上继往开来，团结奋斗，振兴西藏,Hu1
一、历史的回顾和三十年的伟大成就,Hu1
西藏民主改革前的社会制度是政教合一、僧侣贵族专政的封建农奴制，是以封建领主所有制和农奴对三大领主⑴人身依附关系为基础的封建压迫剥削制度,Hu1
"在长期历史发展中，封建农奴制日渐落后腐朽,严重阻碍了社会进步，束缚了生产力发展",Hu1
"近代以来,帝国主义势力利用政治渗透、经济掠夺、军事侵略、培植亲信等手段，一步步侵入西藏地区,离间西藏同祖国的关系，不断加剧分裂活动，西藏深深陷于帝国主义侵略和羁绊之下",Hu1
"落后腐朽的社会制度和帝国主义侵略，使西藏人民遭受双重灾难，社会矛盾进一步加剧,西藏社会长期处于停滞和缓慢发展状态",Hu1
"马克思主义认为，改革落后的社会制度,对于任何一个民族来说,都是发展进步的必由之路",Hu1
"变革旧西藏的上层建筑和生产关系,是西藏人民的迫切愿望，也是西藏社会发展的客观要求和必然结果",Hu1
一九五一年五月二十三日，中央人民政府与西藏地方政府签订了《关于和平解放西藏办法的协议》⑵，西藏实现了和平解放,Hu1
这是西藏永远摆脱帝国主义侵略和羁绊、从黑暗和痛苦走向光明和幸福的关键性的第一步,Hu1
"随后，依照协议规定,人民解放军进军西藏、巩固边防，开始了党在西藏的工作",Hu1
人民解放军和各族干部模范执行党的各项政策，以实际行动团结上层、影响群众,Hu1
经过八年艰苦卓绝的工作，我们党团结了广大基本群众和上层爱国人士，培养了一大批民族干部，壮大了反帝爱国力量，孤立了少数分裂主义分子，为实现改革准备了条件,Hu1
改革旧西藏的社会制度，是十七条协议明确规定的方针,Hu1
"但是,在西藏什么时候实行改革，则主要由西藏人民及其领导人员协商决定",Hu1
"为了实现和平改革，我们党反复做宣传解释工作，耐心等待，并适时进行了一些政策调整,做到了仁至义尽",Hu1
