sentence,doc
比如，上海职工住房条件很差，人均居住面积在三平方米以下或三代同堂、两对夫妻共居一室等各类困难户有四十六万九千户（其中特困户约八万户），占全市一百九十七万户的百分之二十三点八，此外，还有临时过渡户约五万户；交通拥挤，市中心车速每小时只有十五公里，道路经常堵塞；环境污染严重，黄浦江、苏州河的黑臭期逐年延长，工业布局不合理，厂房同居民住房混杂，噪音、废气影响居民休息和身心健康，等等,Jiang1
这些问题的存在和日趋严重，给人民生活环境的改善和上海经济的发展带来了一系列困难和障碍,Jiang1
作为一座世界著名城市，中央要求把上海建成太平洋西岸最大的经济贸易中心，这种现状也是极不适应的,Jiang1
努力加快城市基础设施建设，尽快改变上海的城市面貌和市民生活环境，迅速扭转目前这一严峻局势，是一项重大、迫切、艰巨的任务，也是上海人民的强烈愿望,Jiang1
人民政府应该把完成这项任务作为自己的神圣使命,Jiang1
对于一个市长来说，更是责无旁贷,Jiang1
城市建设是一个非常复杂的系统工程,Jiang1
所有经济、科学、教育、文化、卫生以及各种社会服务设施的建设，都要在城市这个空间范围内有秩序有计划地进行,Jiang1
要使它们各得其所、协调发展，这就需要有科学的规划,Jiang1
在市委领导下，我们总结了过去的经验教训，并根据上海建设和发展的总方针，即建成开放型、多功能的综合性基地的要求，经过反复论证，几易其稿，终于形成了《上海市城市总体规划方案》[1],Jiang1
在党中央、国务院领导关心下，中央书记处专门讨论，国务院于一九八六年十月正式批准这个规划方案,Jiang1
规划明确了指导思想和中心内容，强调指出重点是加强城市基础设施建设,Jiang1
这是因为城市基础设施是改造和振兴上海的基础和条件,Jiang1
这个问题不解决，就谈不上吸引外资和提高人民生活质量,Jiang1
因此，市政府决定“七五”期间要把加强城市基础设施建设，改善投资环境和人民生活环境，作为努力办好的三件大事[2]之一,Jiang1
但是，由于目前上海的基础设施十分薄弱、欠账太多，又由于目前我国的财力物力还不雄厚，因此要想在较短的时期内还清欠账，一下子出现一个崭新的面貌是不现实的，也是不可能的,Jiang1
据有关部门计算，要初步改变上海城市基础设施落后的状况，需要数百亿元的巨额投资,Jiang1
按上海现有的财力，得几十年才能解决,Jiang1
为了解决城市建设和资金不足的矛盾，市委、市政府经过多次研究，提出采用吸引外资的办法来弥补国内资金的不足，加速上海城市基础设施建设,Jiang1
这一设想得到了党中央、国务院的赞同和支持，并给了上海特殊的政策，使上海城市建设能迈出新的步子,Jiang1
目前，准备吸引外资搞的大项目已经定了五个，即建造黄浦江大桥、地下铁道一号线、扩建虹桥机场候机楼、扩建通讯设施、污水合流治理工程,Jiang1
《上海市城市总体规划方案》的实施既需要资金，也需要时间，而人民群众时时碰到的大量实际困难又亟待解决,Jiang1
当我们在车站上、车厢里看到拥挤不堪的人群时，当我们看到孩子们在简陋甚至危险的教室里上课、数万名幼儿入托入园难使年轻父母愁眉不展时，当我们了解到有的怀孕女工因上班挤车造成流产、全市有两万名职工上下班路上要花四小时以上的时间时，当我们看到一场暴雨使十一万户居民家中进水时，心里就感到深深不安,Jiang1
人民群众是我们国家的主人，我们是人民的公仆，有责任为他们解除后顾之忧,Jiang1
因此，在规划方案批下来之前，我们决定在目前国家财力有限的情况下，本着实事求是的精神，积极想办法，每年扎扎实实为人民群众办几件看得见、摸得着、群众又急需解决的实事,Jiang1
市政府研究室通过调查研究，广泛征求意见，提出了一九八六年市政府要为人民办实事的初步方案,Jiang1
这个方案为确定办实事的规模和内容提供了依据,Jiang1
市政府在作出最后决策时，注意了处理好以下几个关系,Jiang1
一是处理好治标和治本的关系,Jiang1
既要解决眼前的困难，又要看到长远的利益；既要着眼于长远，又要着手于当前，用战略的眼光来选择恰当的近期目标,Jiang1
二是处理好全局和局部的关系,Jiang1
为办好实事，既要在所需的人力、物力、财力上开绿灯、优先考虑，又要使各项工作有机结合、协调发展,Jiang1
三是处理好数量和质量的关系,Jiang1
办实事也要突出重点,Jiang1
既要尽可能多办一些，又要考虑到财力物力有限，不能把战线拉得太长，以保证施工质量、工程质量,Jiang1
既要坚持高标准、严要求，使提出的目标经过努力才能达到，又要从实际出发，留有余地，量力而行,Jiang1
四是处理好原则性和灵活性的关系,Jiang1
既要把办实事的规模放在全市计划的盘子里，不能随意突破国家下达的投资规模，又要从实际出发，允许在局部、在进度安排上有所调整,Jiang1
经过市长办公会议、市委常委会认真研究，最后正式确定了市政府一九八六年要为人民办的十五件实事，其内容主要是改善市内交通，增加住宅，排水防洪设施建设，环境综合治理，增加文化卫生设施，以及副食品供应，职工“两调”[3]，居民的煤气和煤制品供应，改善农村饮水条件，等等,Jiang1
在落实办好十五件实事的过程中，市政府着重抓了四个环节,Jiang1
（一）明确责任制,Jiang1
十五件实事量大面广，直接有关的部门就有三十五个,Jiang1
我们要求各有关部门都建立明确的责任制，每一件实事都确定项目负责人,Jiang1
凡涉及几个部门时，部门之间都要主动协调和配合，严禁扯皮、拖拉、不负责任的情况发生，以保证按时、按质、按量完成,Jiang1
同时，在市八届人大五次会议上，我们把十五件实事的计划递请全体代表审议，便于人民群众监督,Jiang1
这样做也是为了促使各级领导干部明确所肩负的责任，积极主动地去为群众办事，从上到下形成为人民办实事的风气，调动广大干部群众办实事的积极性,Jiang1
（二）抓质量抓进度,Jiang1
十五件实事件件都与全市一千二百多万人民的切身利益紧密相关，必须认真抓紧抓好,Jiang1
市政府办公厅做了一张十五件实事的月进度表贴在办公室里，使我们能及时了解全面的情况和进度,Jiang1
我们要求领导干部以身作则，带头到现场去调查研究，了解情况，解决问题，同时把党和政府的关怀带给战斗在第一线的工人和干部,Jiang1
这也是我们一贯提倡的干部要深入实际、密切联系群众的作风,Jiang1
在完成十五件实事的过程中，不少干部深入现场，解决问题，提高了办事效率，加快了整个工程的进度,Jiang1
（三）及时组织协调,Jiang1
十五件实事牵动全局，在实施过程中不可避免地会遇到一些具体问题，如果不及时组织协调，就会贻误工期,Jiang1
从市政府来说，我们除了通过市长办公会议和一些专门会议来解决问题以外，还召开由项目负责单位及有关单位负责同志参加的全面协调会议，对十五件实事逐项“过堂”，有问题、有困难，凡是能在会上协调解决的，就当场解决；有些在会上一时定不下来的，就规定在会后限期协调解决,Jiang1
例如，在东东线扩充为双线航行工程中，两岸水线工程和码头引桥安装等均已结束，只因搬迁一座仓库所需要的一百多平方米场地迟迟没有解决，影响了工程进展,Jiang1
在市政府十五件实事协调会上，个别单位不顾大局的行为受到严肃批评，结果一个拖了四个多月没有解决的问题，三天内就迅速得以解决了,Jiang1
又如，东塘路自来水管线铺设错位影响供电管线施工的问题也是这样解决的,Jiang1
对一些因客观原因、经过主观努力也不能解决的，则实事求是地进行调整,Jiang1
如市内电话局从比利时贝尔电话公司引进的三万二千门程控电话，由于供货不及时、质量不过关，造成工程不能如期完成,Jiang1
总的来说，通过及时协调，保证了十五件实事的实施扎扎实实、按计划有步骤地进行,Jiang1
（四）开展重点工程立功竞赛活动,Jiang1
十五件实事中有许多重点工程，如虹桥路改建、完成十六个街坊的公建设施和建设目前全国最大的浦东煤气厂等,Jiang1
这些工程同国计民生、四化大局相关，意义重大,Jiang1
在整个建设过程中，向广大人民群众宣传工程的意义，宣传工程建设者们的英雄业绩，宣传工程的艰难和进展，宣传兄弟省区市、中央在沪单位和全国人民的支持，用以激起全社会的热情,Jiang1
同时，广泛开展立功竞赛活动，使参加十五件实事建设的干部和建设者都感到光荣,Jiang1
据统计，参加这次竞赛的有三百个单位，约十四万职工，参赛项目一百五十多个,Jiang1
他们根据不同的目标，开展形式多样的立功竞赛，使竞赛的目标措施真正落到了实处,Jiang1
在立功竞赛活动中，涌现出许多先进人物和事迹，他们有的连续奋战几天几夜，有的在齐膝深的水中冒雨作业，有的抱病坚持工作，有的甚至献出宝贵的生命,Jiang1
立功竞赛活动，不仅形式生动多样，更讲实效，从而推动了各项工程的进展,Jiang1
经过全市人民共同努力，十五件实事进展顺利：田林、宜川、控江、虹镇四个排水系统的泵站和主要管道设施在汛期前基本完成，并在今年夏天的雨季中发挥了作用，居民反应良好；过江轮渡上定线、周南线和东东线三条线路已交付使用，部分缓解了过江难的矛盾；新增管道煤气和液化气用户计划已超额完成，煤制品供应正常；适龄儿童的入托入园额已超额完成；小学危房及校舍改造工程已完成；职工“两调”名额也已超额完成；增设高峰时间妇婴专车路线、市区植树、宜川公园、森林公园、松鹤公园、沪北电影院等已提前完成；拓宽、新建道路等项目也已完成,Jiang1
上海人民对一九八六年市政府办的十五件实事评价如何,Jiang1
一九八七年人民群众又有哪些具体要求,Jiang1
前不久，市政府有关部门先后进行了万户抽样调查和两千户问卷式抽样调查,Jiang1
调查表明，人民群众要求政府为人民办更多更好的实事,Jiang1
有些居民在问卷中写道：“办实事为人民着想，这正是人民迫切需要的,Jiang1
”“我们希望办实事能年年坚持下去,Jiang1
”我们认为，人民政府就是要这样为人民扎扎实实办事情,Jiang1
一九八七年，市政府将围绕新建住宅、改善交通、扩大煤气用户、进行环境综合治理和组织好副食品供应等方面，继续扎扎实实为全市人民办实事,Jiang1
一九八七年，全市人民会看到一些重大市政工程项目经过几年努力将陆续竣工、投入使用,Jiang1
它们是铁路新客站、电信大楼的长途电话工程、黄浦江上游引水一期工程、浦东煤气厂一期工程等，还将有一批重大骨干工程破土动工,Jiang1
我们相信，只要全市人民坚持不懈、共同努力，一件件、一年年扎扎实实办事情，上海的城市面貌和市民生活环境、生活质量一定能逐步得到改善，党中央、国务院为我们描绘的发展蓝图一定会变成现实,Jiang1
注释,Jiang1
[1]一九八四年二月九日，上海市人民政府将《上海市城市总体规划方案》上报国务院,Jiang1
此后，中共上海市委、上海市人民政府根据国务院一九八五年二月八日批准的关于上海经济发展战略的汇报提纲和中共上海市第五次代表大会一九八六年三月六日通过的关于制定上海市国民经济和社会发展第七个五年计划的建议，对编制城市总体规划方案的指导思想，城市性质、规模和发展方向，城市总体规划的布局结构，作了一些修改和补充说明，于一九八六年四月二日向中共中央、国务院上报《上海市城市总体规划方案的汇报提纲》,Jiang1
国务院于一九八六年十月十三日正式批准《上海市城市总体规划方案》,Jiang1
[2]一九八六年三月，中共上海市第五次代表大会提出把上海建设成为开放型、多功能和高度文明的社会主义现代化城市所必须抓好的三件大事，即：加强城市基础设施建设，积极利用外资和增加出口创汇，加快科技进步和人才培养,Jiang1
[3]职工“两调”，指调动职工工作和调换职工住房，以解决路远职工上下班困难,Jiang1
上海市人民政府于一九八五年八月二十日批转市总工会、经济委员会、劳动局、人事局、公用局《关于开展“两调”，解决路远职工上班困难的请示》，九月十八日又专门召开全市区（县）、局行政负责人和工会负责人会议作了部署,Jiang1
一九八六年，上海市人民政府又把“两调”工作列为改善人民生活的十五件实事之一,Jiang1
这一工作为缓解上海市内交通拥挤、方便人民生产生活起到了积极作用,Jiang1
(1)这是江泽民同志在《行政与人事》杂志一九八七年第一期上发表的文章，原题为《人民政府为人民，扎扎实实办事情》,Jiang1
江泽民同志当时任中共上海市委副书记、上海市市长,Jiang1
理论工作要面向实际(1),Jiang1
（一九八八年三月十日）,Jiang1
今天，我们召开上海市理论工作座谈会,Jiang1
这是继上海市文艺创作座谈会之后召开的又一次重要会议,Jiang1
这次会议是以实际行动响应党中央的号召，把党的理论建设摆到我们市委和各级党委的重要议事日程上来,Jiang1
这次会议的目的，就是要进一步解放思想，调动理论界同志们的积极性和创造性，开动脑筋，激励探索，充分发挥上海理论界学科齐全、人才众多的优势，促进上海的振兴,Jiang1
下面，我讲三个问题,Jiang1
第一个问题：改革开放和现代化建设离不开理论指导,Jiang1
社会主义体制改革就其引起社会变革的广度和深度来说，是又一次革命,Jiang1
我们的实践已经证明，以改革总揽全局，整个经济生活就会出现微观搞活与宏观控制相互促进、速度与效益相互统一、稳定与发展相互推动的局面,Jiang1
而改革和建设又一刻也离不开理论指导,Jiang1
这是因为，理论与实践的关系是非常密切的，理论来自实践，是实践的总结，又是实践的指导,Jiang1
我们党是懂得并且重视理论工作的这种重要性的,Jiang1
总结我们党领导中国革命和建设正反两方面的经验，可以得出这样一个结论：什么时候思想上比较解放，理论上有重大突破，我们的事业就充满生机和活力，就能从胜利走向胜利；反之，什么时候思想路线不对头，理论上出现重大失误，我们的事业就会遭受挫折,Jiang1
党的十三大报告指出，马克思主义与我国实践的结合，经历了六十多年,Jiang1
在这个过程中，有两次历史性飞跃,Jiang1
第一次飞跃，发生在新民主主义革命时期,Jiang1
第二次飞跃，发生在党的十一届三中全会以后,Jiang1
